"DEWP","TEMP","Iws"
-18,-4,15.65
10,37,2.68
27,29,7.16
-11,5,5.81
5,7,1.78
-16,3,153.78
17,27,2.67
21,28,9.84
2,18,6.71
16,24,0.89
-22,-10,6.71
-11,11,120.7
2,8,0.89
25,27,1.79
18,21,1.79
3,24,26.36
22,23,1.79
-18,-4,14.3
18,18,0.89
-17,8,35.31
10,38,21.46
20,25,4.45
11,24,119.36
-22,10,94.32
19,21,1.79
-13,21,6.71
-21,-11,1.79
24,24,3.57
-25,2,183.27
20,21,0.89
11,33,17.88
20,21,0.89
-5,27,78.24
-23,-1,4.02
9,9,12.97
-6,-5,3.58
20,21,0.89
6,24,8.94
21,23,3.56
-18,9,65.26
11,12,2.67
-3,0,0.89
-11,-6,44.72
13,21,1.78
-22,-3,5.37
0,22,17.87
3,10,1.79
21,29,15.2
-17,-8,0.89
-7,-1,8.05
-1,0,1.79
-13,-7,2.68
-5,7,46.5
-3,-3,1.79
9,13,1.79
-6,2,3.13
7,11,4.92
19,19,0.89
17,34,24.13
-12,27,4.02
4,20,25.03
-21,-8,137.22
1,25,8.94
-14,0,71.98
-11,-5,0.89
15,27,16.99
7,10,0.89
-24,8,17.88
-14,2,4.92
18,25,23.7
7,13,11.63
-9,-3,1.79
-15,13,183.25
14,33,37.54
25,28,18.33
-15,6,23.69
-8,1,1.79
-5,1,0.89
-15,12,32.19
-7,2,0.89
0,20,68.4
14,32,1.79
15,24,0.89
6,11,40.05
-15,-2,95.64
-6,1,1.79
1,11,0.89
18,25,2.67
20,21,47.85
-4,-1,1.79
-19,1,132.78
-6,10,3.13
3,7,81.38
22,25,0.89
-13,14,64.82
-12,-6,5.37
16,18,3.13
10,20,43.37
-7,-5,1.79
22,23,1.79
9,9,6.26
12,17,0.89
16,26,3.58
-21,-6,0.89
4,8,0.89
15,21,1.79
10,19,0.89
21,27,23.25
-13,-10,0.89
19,21,21.91
21,29,1.79
-3,9,1.78
-21,-7,18.78
-11,1,1.79
15,27,17.89
12,23,4.02
19,21,5.37
-17,-8,1.79
22,24,60.34
22,24,16.99
3,10,67.04
-7,-6,0.89
-5,28,14.3
7,12,20.12
-19,0,1.78
24,25,15.21
-12,-2,9.83
7,15,2.67
20,25,82.27
-16,-2,18.33
17,22,16.99
-7,-5,1.79
-18,-3,4.46
-15,-2,0.89
11,24,3.13
5,13,0.89
-17,-8,134.98
-2,3,1.78
5,7,0.89
4,13,8.05
20,23,0.89
10,18,19.68
-18,1,76.43
11,22,0.89
16,18,3.13
-4,14,54.98
-8,0,191.38
22,33,4.92
24,29,9.84
-11,-3,3.13
-17,-3,109.53
-20,0,14.31
-7,3,16.08
-22,-7,0.89
-17,-8,0.89
14,21,9.39
16,26,1.78
16,17,1.79
-17,1,1.79
-16,0,97
16,20,10.73
-5,4,1.79
17,27,24.13
0,24,78.68
18,23,0.89
-11,15,4.92
19,20,1.78
-2,9,23.24
13,19,3.13
-21,7,119.79
-4,-1,1.78
-24,1,6.71
-12,9,8.94
5,13,0.89
21,26,50.07
25,31,8.05
-12,3,1.79
21,23,3.58
-14,5,56.33
-17,-5,0.89
23,33,3.13
5,6,59.45
13,31,20.11
23,24,1.79
20,20,46.94
-10,-3,3.58
-20,-2,2.67
19,26,4.92
18,20,0.89
-12,10,1.78
7,19,21.47
25,28,6.71
-9,22,3.13
11,13,6.26
-4,4,4.92
12,24,3.13
19,22,1.79
-5,-1,9.83
-23,-9,78.22
10,17,64.37
11,17,21.01
20,21,0.89
21,28,36.2
-9,-8,1.79
10,23,1.79
10,18,1.79
-19,1,0.89
17,18,1.78
-21,-12,0.89
9,27,4.02
-19,-11,0.89
6,9,9.83
24,34,7.15
0,23,16.1
-18,-2,0.89
-24,-9,16.09
9,14,18.78
3,18,1.79
-12,2,34.88
12,24,6.26
14,19,4.92
-20,-4,24.59
21,23,0.89
16,28,3.13
5,37,21.01
-7,-2,0.45
9,16,0.89
12,28,29.04
17,27,42.02
-19,-4,4.92
-23,2,10.73
-20,6,3.13
24,30,1.78
-14,-3,3.13
10,12,2.68
-12,-4,8.05
19,22,28.17
6,7,6.26
18,28,0.89
20,29,11.18
21,21,0.89
20,27,24.14
-8,7,3.58
18,29,16.09
-11,-5,13.42
12,14,0.89
17,36,16.98
-17,9,3.13
-8,-4,1.79
-18,-1,4.02
-6,25,23.24
19,27,51.85
5,17,3.56
-9,-4,56.32
0,2,1.79
-3,-2,0.89
11,32,42
14,14,0.89
13,32,31.28
18,22,11.18
13,16,7.6
-23,0,3.58
15,21,10.29
16,17,6.26
-4,1,0.89
18,22,1.79
-8,6,0.89
23,27,17.88
-3,20,42.93
-9,6,1.78
-9,2,30.84
12,29,0.89
-14,-6,4.45
-6,26,11.17
22,35,48.73
12,26,1.79
-4,3,4.47
-1,6,7.15
0,27,3.13
10,34,3.13
18,24,45.58
-15,-7,1.79
-18,-2,233.35
14,28,39.33
21,21,3.13
19,27,4.02
5,26,1.79
7,14,60.52
11,20,0.89
-26,-10,190.43
-5,22,17.88
14,18,1.78
16,17,3.57
-18,-11,6.26
-14,-5,1.79
21,24,32.63
2,5,8.05
9,22,21.01
18,21,0.89
23,23,6.26
-25,2,252.55
13,18,1.79
24,28,25.93
-14,6,1.79
-14,4,28.17
21,25,60.35
2,22,22.36
4,18,22.81
-8,-1,12.96
-18,0,4.02
4,10,74.2
-3,0,3.56
24,29,4.92
-17,-2,0.45
-23,-5,74.21
-1,14,0.89
3,17,1.79
5,15,3.58
-5,7,34.88
-17,-8,0.89
14,27,11.18
-14,2,2.67
8,10,8.05
-8,0,207.49
-3,14,15.19
13,22,9.83
-5,0,16.09
-27,-13,3.13
-19,0,4.47
21,28,13.41
14,25,6.71
4,8,3.13
-1,0,3.13
14,27,3.13
-3,-2,0.45
-21,1,14.75
-7,7,1.78
-12,-6,0.89
17,24,2.67
23,31,4.92
-14,13,81.79
-21,3,126.05
1,32,4.92
-1,31,29.06
-2,0,0.45
-12,-7,4.02
18,21,0.89
17,22,27.27
17,23,14.75
17,19,0.89
-23,-4,60.34
25,32,7.16
2,3,143.06
-5,-2,0.89
-11,-3,5.37
5,27,16.99
7,20,17.42
-22,9,85.37
-6,13,79.12
-8,2,28.61
-22,-4,68.41
14,27,23.7
0,21,11.17
-5,0,12.07
12,16,2.67
-6,-4,27.27
-24,1,82.24
-10,20,53.2
18,23,3.13
-16,12,4.02
-10,-7,22.8
-5,1,21.91
14,29,25.04
-22,-11,27.26
-20,-4,20.57
9,16,0.89
-8,0,193.17
-19,8,4.02
10,22,3.58
-21,-10,28.17
-11,19,289.66
9,18,3.57
-7,13,4.02
-6,8,51.85
-2,10,40.24
10,13,1.78
-11,6,38.45
-9,-4,20.57
-1,0,1.78
-20,-3,23.7
-18,5,22.79
15,22,25.03
-6,-5,58.56
-14,7,4.02
4,15,3.58
25,28,60.38
5,19,1.79
6,17,75.57
11,20,5.35
-12,8,0.89
-5,6,0.89
-10,-8,3.13
-21,3,76.42
-14,-13,1.78
-26,-4,29.49
5,23,17.89
19,20,5.37
-20,-5,286.99
-2,6,0.89
-14,7,3.58
-7,0,0.89
-20,-2,10.73
19,31,9.84
17,20,5.81
9,28,12.96
2,9,11.18
20,26,0.89
-1,1,1.34
-21,2,19.67
15,32,14.3
0,1,4.01
6,22,58.1
-6,-2,36.66
19,29,55.44
-13,-2,0.89
4,25,30.4
-12,-1,3.12
21,32,3.13
-6,-1,0.89
7,13,125.17
-6,-4,0.89
-21,-4,479.23
13,19,37.1
-19,10,285.21
-5,0,12.97
12,14,4.02
-19,-2,8.94
13,27,0.89
-1,11,38
14,15,0.89
6,25,3.13
6,8,0.9
24,25,1.79
-8,-4,1.78
15,19,3.13
18,20,1.79
-17,5,288.79
0,9,119.35
22,26,6.71
16,18,1.34
-23,-3,232.44
-4,2,0.89
-5,1,0.89
-5,-2,4.92
2,12,3.13
-4,25,10.73
-18,-4,52.29
-8,0,1.79
-14,-2,1.79
-19,11,280.29
23,23,3.56
16,23,15.65
19,26,1.78
16,34,6.26
15,24,1.79
-23,-2,16.1
-9,1,0.89
-20,-9,0.89
18,23,0.89
8,22,12.96
16,20,5.37
10,26,57.23
-19,1,2.68
6,24,16.98
4,33,34.43
16,33,7.14
-22,-13,20.57
14,35,25.92
13,24,37.55
21,24,5.37
12,17,1.78
12,19,0.89
12,13,3.13
-8,-2,39.79
19,31,18.32
24,26,0.89
-19,0,30.4
-23,-8,3.13
-10,0,3.58
13,29,0.89
-11,1,13.42
6,8,27.27
21,27,1.79
2,27,19.67
15,25,4.92
-1,1,12.07
19,22,26.38
3,20,4.92
15,24,0.89
-9,22,0.89
10,25,33.52
-3,-2,44.72
-15,1,124.72
15,19,1.79
-3,-2,1.79
0,10,0.89
13,31,9.39
21,25,13.42
1,16,20.57
-14,3,0.89
16,18,4.92
9,16,24.13
-4,0,0.89
24,25,14.76
-11,17,33.53
23,29,17.43
2,21,47.82
-4,-1,4.02
5,8,0.89
-9,-5,0.89
-18,-8,10.73
11,35,69.75
7,14,12.07
-21,-5,4.02
6,20,1.79
-21,-7,0.45
10,17,14.76
-13,4,29.95
-12,-4,3.13
-4,8,3.13
13,24,4.02
-10,6,49.18
15,25,21.46
0,3,8.95
-18,-3,7.15
22,27,21.92
-6,3,11.63
21,26,4.92
-10,-6,2.68
-19,-6,0.89
-7,0,1.78
-9,5,0.89
-21,-8,140.37
-12,0,1.79
16,23,16.55
19,20,3.13
-14,-11,9.84
17,21,1.79
-3,2,0.89
24,25,23.24
-4,3,0.89
-7,-6,0.89
-18,1,71.08
4,8,1.78
-7,-1,22.36
19,29,8.94
17,32,3.13
14,22,8.05
-7,19,12.96
-13,16,39.34
16,23,34.86
17,24,1.79
-6,30,15.2
0,10,16.99
-18,12,161.83
5,6,32.2
13,16,1.79
5,14,131.43
-5,-5,3.13
-10,9,93.88
6,8,0.89
-2,7,21.02
-17,18,34.87
22,24,0.89
16,18,0.89
23,30,21.46
-3,27,5.81
-4,1,1.78
-15,8,34.42
15,33,1.79
-19,-8,28.6
-3,6,22.35
-7,-4,9.84
6,34,4.02
-5,7,16.55
9,20,4.46
16,17,1.79
11,37,21.46
-10,-2,0.89
-4,10,1.79
15,15,2.68
-2,3,6.71
-5,-1,2.67
-18,-3,22.8
-10,1,9.39
-14,13,84.05
20,24,2.67
-13,-8,2.68
-20,-5,313.4
-8,-3,2.67
-7,0,1.78
-7,18,15.2
22,24,3.58
13,23,1.79
18,30,25.03
-3,9,20.11
-20,1,76.89
14,22,15.21
-4,-3,3.56
15,22,1.78
7,18,62.6
17,25,13.41
-16,7,59.9
6,19,20.11
-6,15,24.59
15,20,1.78
-10,14,0.89
24,30,82.7
17,19,1.79
20,27,36.65
20,22,1.78
21,28,5.37
5,6,0.89
21,23,1.78
4,10,1.79
20,22,1.34
9,28,17.88
16,23,1.78
2,2,5.81
-11,-1,1.79
-14,-8,0.89
22,24,16.99
-21,4,68.38
-11,-1,33.05
-19,3,108.63
-26,-11,8.94
-20,8,1.79
6,8,2.67
-4,-2,0.89
-10,5,8.05
-14,-2,56.33
-26,1,1.79
16,21,3.58
16,30,21.91
15,19,4.01
-19,1,40.24
4,19,89.41
9,10,1.34
7,17,0.89
19,20,2.67
22,33,1.79
6,23,16.09
13,16,3.58
10,11,6.71
-19,-9,21.02
-15,-14,2.67
-11,2,4.92
9,10,28.16
-2,4,0.89
17,34,37.09
-11,9,168.09
10,18,14.76
-7,-3,0.89
1,5,45.58
18,24,31.74
18,20,1.78
15,20,8.49
19,26,8.05
25,29,0.89
19,28,27.71
20,22,24.15
-16,-2,33.52
1,24,21.01
3,18,1.79
-12,-4,16.99
-5,14,44.25
9,11,0.45
-9,23,204.75
21,24,1.79
9,18,2.68
18,22,1.79
9,18,0.45
22,23,7.15
4,21,29.05
-22,-7,120.24
-19,-6,45.15
-17,-5,119.8
18,32,9.84
16,16,0.89
9,17,24.14
13,16,4.92
-11,5,8.5
1,16,77.34
16,20,12.07
-6,-4,0.89
-4,-3,5.37
-1,1,4.47
-21,2,31.73
-22,-13,6.71
-15,-6,0.89
-11,-3,14.3
16,37,3.13
17,25,3.13
-12,9,181.04
15,18,0.89
-3,-2,2.68
-2,18,4.02
-14,-3,11.18
2,23,65.27
11,13,1.78
-1,26,13.42
-11,0,1.79
-3,0,11.62
-17,-4,105.04
-17,-7,8.94
-20,-1,4.02
-14,-5,1.78
8,14,1.78
-24,-6,162.26
-14,-2,9.84
-14,-3,0.89
24,26,6.71
-13,-8,3.13
11,27,8.04
-9,-3,1.78
19,30,19.68
-21,20,14.3
-15,-3,1.34
11,15,14.31
-16,-1,33.53
-7,13,198.01
-6,-6,1.79
-14,15,13.86
-9,-2,8.04
3,20,3.13
17,24,13.86
-16,-3,1.78
6,8,1.78
24,26,1.78
11,27,11.18
25,28,4.46
23,32,16.09
-2,-1,16.54
-7,-1,0.89
-15,13,98.36
17,17,0.89
-11,3,27.71
23,27,9.83
-29,7,78.23
23,24,34.43
-22,-7,160.9
11,14,9.39
-19,-9,2.68
7,22,45.14
-17,-13,1.79
-16,-8,1.78
17,23,3.58
-8,-8,4.47
9,12,0.89
5,8,0.45
17,23,29.51
-9,3,0.89
-16,-3,123.83
25,27,13.42
-8,-2,10.28
18,21,21.01
-20,-4,331.28
18,32,4.02
-18,-12,1.34
-21,-3,40.68
-10,3,36.66
-14,-11,5.81
0,9,2.67
4,29,1.79
11,32,1.78
20,21,2.23
6,9,0.89
-7,0,51.41
11,12,3.57
17,22,1.79
-13,-2,0.89
-25,-6,75.99
-7,4,11.62
-16,3,20.11
5,6,51.4
14,21,1.78
17,19,24.14
11,23,3.13
-25,-11,124.72
20,21,4.47
-25,2,12.07
23,27,1.78
8,16,0.89
-13,-6,0.89
-16,5,3.13
-13,-4,0.89
21,25,67.51
24,27,11.18
-8,3,1.79
6,13,17.88
21,23,1.79
26,28,1.78
16,29,13.86
0,4,0.89
3,12,1.79
13,30,3.13
-8,4,1.79
23,26,42.49
-9,-4,0.89
18,28,25.48
15,19,7.16
-14,-7,10.28
12,13,1.79
13,26,3.12
-9,-8,9.84
1,3,3.12
-12,8,1.34
17,35,12.07
19,25,3.13
12,14,36.22
-3,13,5.81
19,26,12.07
3,25,4.02
14,24,1.79
12,12,4.92
6,29,5.81
23,27,3.58
12,28,15.19
19,28,3.13
-13,-7,0.89
-6,-5,66.61
10,19,1.79
21,27,17.88
-25,-5,14.3
17,30,22.8
-1,0,4.45
23,25,3.13
16,24,3.58
12,13,4.02
-11,18,58.11
17,17,0.45
-5,-2,0.89
20,22,28.14
6,15,3.13
-6,-1,0.89
24,26,0.9
-2,12,4.92
-24,-2,102.36
17,18,1.78
-18,6,7.15
14,16,1.79
24,25,1.79
0,3,8.05
15,18,58.56
18,23,1.78
19,20,2.67
-22,-13,10.29
4,5,0.89
21,27,58.14
-4,28,12.07
0,9,1.78
7,11,2.67
17,27,0.89
-26,-3,31.74
-15,-9,0.89
-2,30,25.93
5,25,4.02
20,22,1.78
-15,-5,0.89
-13,1,1.79
5,19,4.02
13,14,0.89
21,24,2.67
-2,19,4.92
17,20,3.58
15,16,0.89
24,28,3.58
-11,-6,1.78
20,24,1.79
0,22,41.13
-18,-6,9.82
15,16,4.47
16,26,22.35
-16,-6,5.81
-2,12,15.19
-14,3,8.05
16,22,18.33
-26,-5,114.45
-19,9,305.75
22,32,8.5
-19,-13,7.16
-5,21,18.32
24,27,3.58
14,20,99.21
4,17,58.55
20,27,3.13
13,22,1.78
20,29,3.13
4,7,0.45
-2,21,273.57
-5,-1,24.59
1,18,226.18
14,29,7.15
13,32,20.57
15,21,3.58
9,21,0.89
-7,-7,0.89
-19,3,23.69
11,13,61.69
21,26,15.65
-11,-1,5.81
-8,-4,0.45
-26,-13,150.64
13,21,31.28
-5,13,1.79
-12,1,2.67
-1,16,4.02
-9,23,6.26
-8,12,33.98
8,17,59.44
-1,8,0.89
-8,-3,2.67
18,18,0.89
2,17,1.78
24,24,2.68
14,25,14.31
1,23,17.88
-11,15,119.79
-16,-6,10.73
4,10,4.92
20,27,2.67
9,18,12.07
11,30,4.02
19,28,4.02
0,7,3.13
2,3,1.79
11,19,51.4
12,19,79.13
-7,0,1.79
15,16,0.89
-17,10,178.37
-7,1,1.79
21,26,37.55
-7,23,4.02
-10,-4,1.79
10,11,3.13
-13,7,7.15
20,26,4.92
-9,4,3.58
-18,-3,39.34
-1,25,42.01
18,20,28.16
11,12,3.13
8,14,1.78
13,25,1.78
-10,4,25.93
19,24,1.79
12,13,0.89
-10,-5,1.79
18,21,0.89
7,27,3.58
19,24,0.89
-17,6,10.73
13,23,21.9
7,14,0.89
-8,18,46.93
-35,1,61.24
-4,2,12.52
-6,2,1.79
-19,-5,12.06
19,28,3.58
7,14,1.79
17,27,4.45
17,24,29.96
-12,-7,33.07
-9,-5,1.79
27,30,4.02
-7,-5,1.78
3,7,4.46
19,26,32.17
10,30,6.26
-20,-3,228
-22,7,10.28
15,17,30.4
10,19,0.89
24,25,9.84
1,11,5.81
-16,-5,3.13
-18,7,26.82
14,14,2.68
11,28,33.96
-14,-4,1.78
-18,-2,27.27
-22,13,3.13
22,25,5.37
-5,-4,0.89
-4,4,0.89
-15,-9,3.58
14,34,6.26
6,8,16.1
-11,3,4.02
19,24,38.45
-9,10,7.15
-23,-2,5.81
-17,-2,0.45
11,20,30.84
6,11,11.57
12,17,5.37
-21,-3,114.87
2,8,2.67
-14,0,2.68
-11,-6,13.41
21,25,18.32
-7,11,1.79
25,28,29.07
-12,4,23.24
-23,-10,305.29
11,21,1.79
-17,1,102.82
-5,5,0.89
12,17,1.78
15,20,0.45
16,25,0.89
23,34,8.04
11,20,27.71
-22,-11,1.79
11,13,3.13
2,14,45.6
20,25,10.74
5,24,8.04
-18,-7,9.39
18,20,0.89
-14,15,21.9
24,27,16.99
-22,0,1.79
-15,13,270.88
-16,-12,3.12
-22,-8,31.29
-12,2,21.01
19,31,12.07
-14,2,3.13
24,27,8.5
-13,-9,3.58
-5,-1,9.84
-3,-3,8.95
1,10,3.58
15,22,3.13
-1,14,24.59
-4,5,4.92
-1,8,12.52
-20,-2,40.23
-13,13,11.63
19,25,8.05
-21,-6,1.78
-7,3,0.89
22,24,1.79
-1,3,0.89
15,28,8.5
14,16,8.5
8,15,1.78
-9,6,2.67
-6,9,29.51
4,5,30.85
21,21,6.71
-16,-3,0.45
12,19,82.7
20,27,39.79
-8,1,2.68
17,24,1.79
-6,-4,24.6
6,27,8.94
-18,9,84.93
7,9,0.89
-9,-4,1.79
-16,9,140.83
-15,6,82.26
-25,-7,18.78
-6,3,4.45
-6,0,25.49
16,20,3.58
-4,1,0.89
1,7,1.78
13,33,6.71
25,27,1.79
-22,-4,84.94
1,18,14.75
17,21,15.2
17,19,19.23
-16,1,72.42
18,24,26.83
22,25,3.13
13,14,21.91
-4,10,4.02
23,26,5.37
-21,-12,10.29
-9,12,17.88
-6,0,1.79
13,18,19.67
15,18,0.89
21,32,5.37
9,10,7.15
20,25,85.85
-14,-10,1.79
-21,7,33.52
7,19,12.52
22,29,1.79
4,23,4.92
-24,1,171.2
-17,0,20.12
-11,8,94.32
-5,15,3.13
-11,7,20.11
-14,0,3.56
-8,11,25.93
-1,25,15.65
-6,-2,0.89
-19,-9,7.15
-8,7,8.94
-1,-1,0.89
15,22,19.67
-17,9,20.11
7,12,2.68
15,21,20.11
1,3,1.79
5,9,1.79
-12,-5,3.58
7,25,1.79
12,12,0.45
-4,-2,0.89
-17,0,0.89
-6,21,17.88
-13,4,64.82
16,20,12.96
-18,1,1.79
-16,-5,1.79
18,26,1.79
21,23,25.94
13,14,54.98
14,16,0.89
24,26,15.21
7,28,3.13
-22,-8,89.85
21,27,3.58
-20,-11,1.79
-24,0,244.96
12,14,15.2
-9,-6,0.89
12,25,2.68
17,25,6.26
-3,11,52.3
13,14,1.79
-18,-3,25.48
23,31,16.98
-11,-1,1.79
-14,6,1.79
15,22,12.96
-14,14,63.03
-28,-8,74.2
25,31,19.22
2,12,17.89
-21,-8,4.02
7,28,6.26
-4,15,6.71
-16,7,46.94
-12,14,14.3
21,27,25.93
-21,-10,8.94
16,31,1.78
23,24,7.15
14,18,11.63
20,24,3.58
8,30,118.9
17,22,8.05
-9,6,21.91
-20,-1,88.97
-5,8,46.05
-5,11,46.05
6,8,3.58
15,25,4.92
-17,-8,0.89
14,21,35.77
15,19,2.67
-18,-2,74.21
-6,-1,9.39
3,25,48.27
10,30,7.15
-7,-4,35.32
-6,13,146.63
17,18,0.89
23,34,7.15
19,21,1.78
23,31,12.07
4,19,7.15
-19,19,14.3
-21,-12,1.78
14,18,1.79
0,14,29.95
-24,4,255.69
-16,-1,18.34
13,17,0.89
22,26,3.13
4,8,1.79
15,15,0.89
15,23,1.79
6,11,3.58
-6,7,30.4
17,18,1.79
-8,3,3.58
-19,-5,85.38
17,23,25.48
-5,5,0.89
17,21,1.79
-9,-4,0.89
19,23,0.89
-5,21,7.15
-15,-6,5.37
23,26,3.13
15,27,17.43
-21,5,12.96
12,15,7.6
-6,-3,6.26
2,4,9.84
18,28,1.79
8,11,0.89
19,22,0.89
-6,16,8.94
-9,-1,7.15
-11,7,5.81
0,0,0.89
16,17,0.89
18,30,3.13
26,27,3.13
25,26,27.26
-26,-10,79.56
-17,5,24.14
16,32,6.26
-19,8,3.13
-10,-4,0.89
-8,27,25.48
10,23,1.34
18,18,11.62
10,13,3.56
16,32,16.09
-17,9,1.79
21,26,2.67
12,34,1.79
-16,-3,57.23
14,28,26.82
-30,1,110.4
17,22,2.68
23,24,0.89
-16,-8,16.09
-14,-3,4.91
11,12,1.78
0,2,2.68
20,30,3.58
-18,-10,0.89
14,18,5.37
-12,-2,7.16
8,22,57.23
21,23,1.79
3,24,13.86
-21,-3,11.18
12,21,108.19
18,20,0.89
-25,6,19.67
-20,7,274.47
3,21,4.92
-16,1,12.96
12,15,59.9
22,31,6.26
11,25,4.92
20,25,37.11
-24,1,250.32
22,25,7.16
-15,-3,11.63
13,16,12.07
4,12,3.56
-19,11,68.85
-10,-6,0.45
-2,0,12.07
5,17,28.17
-9,11,4.92
-28,0,0.89
-19,-5,177.47
13,24,12.97
16,17,2.68
18,33,34.43
22,26,28.17
10,12,1.78
8,13,118.02
21,34,5.81
-13,-8,0.9
-3,23,12.96
-3,3,0.89
15,20,4.92
-12,-3,12.97
14,29,10.28
4,15,4.02
-10,11,1.79
18,23,7.6
-23,8,33.97
-3,19,3.58
-15,4,3.58
-6,15,17.88
-19,-4,0.89
20,29,2.67
-8,2,1.79
9,12,7.6
-19,-8,6.71
11,15,1.79
7,11,1.78
-15,3,44.7
-1,6,1.79
-10,22,20.11
26,28,1.79
23,27,12.53
8,9,3.56
12,23,19.67
-6,9,6.26
13,16,0.89
-27,7,27.27
-15,-4,2.68
13,14,16.99
7,18,25.92
-20,0,148.88
15,28,46.93
-12,-5,1.78
-15,-8,12.97
24,30,1.79
14,30,8.05
20,30,2.67
11,13,4.02
-6,11,33.09
12,16,1.79
4,8,1.79
9,10,4.92
-4,2,2.67
19,24,0.89
-23,-9,354.06
15,20,1.78
5,10,2.68
1,29,4.92
-21,-3,141.26
22,26,20.11
11,15,0.89
17,21,3.57
-24,5,1.79
-9,-3,2.67
9,31,45.14
20,22,3.13
16,24,3.13
-23,8,36.65
25,27,0.89
-3,-2,1.79
-5,22,16.09
-8,12,4.92
-6,-5,1.79
-7,14,11.62
-4,-3,2.68
10,12,14.3
-11,-3,16.09
-2,-1,7.15
16,31,6.26
-4,25,46.04
-17,15,25.04
-14,-2,1.79
13,21,0.89
2,11,0.89
-21,-2,52.3
24,26,54.98
-3,-1,0.89
2,18,15.65
15,16,6.26
15,26,23.25
7,13,115.79
-12,13,1.79
22,24,1.79
4,22,3.58
-21,-5,8.05
-11,-3,0.89
-11,-4,18.79
4,9,0.89
13,29,19.23
19,21,0.89
23,24,50.08
13,13,6.71
-14,-7,0.89
-13,8,1.79
23,31,47.39
20,22,8.05
-10,3,0.89
0,19,57.23
7,18,52.3
-13,-3,0.89
6,27,18.78
-17,5,3.58
13,17,1.79
7,14,65.86
-2,9,62.58
10,32,12.07
-20,-7,5.81
5,31,3.58
-5,3,2.23
-1,3,15.66
-11,-9,1.78
-18,-4,1.78
19,27,28.61
-7,16,42.92
13,21,8.04
-15,-4,6.7
12,17,1.79
20,22,0.89
-4,-1,25.93
9,31,53.19
18,26,3.58
-13,-2,21.01
-20,-16,3.57
3,9,0.89
-9,-4,13.86
1,1,1.79
3,8,0.45
11,27,3.13
21,26,1.79
20,26,10.73
-16,-11,19.68
-1,0,11.17
3,12,12.96
16,20,4.92
-19,6,50.08
23,27,46.95
-6,0,3.58
-10,-9,1.79
23,23,0.89
-4,2,1.78
4,13,0.9
-5,-2,9.84
-30,6,3.13
-11,2,9.84
-15,3,12.52
18,22,53.22
12,13,0.89
-13,6,1.78
-2,3,17.89
18,19,4.47
11,21,0.89
13,14,0.89
-10,11,15.64
-18,-4,215.46
-5,14,4.92
-15,-10,0.45
22,28,50.09
20,27,14.76
17,29,17.88
19,22,0.89
17,30,14.76
13,31,6.26
-14,3,180.16
7,14,48.06
-21,-3,71.08
13,16,12.96
-7,23,38.89
-17,1,63.03
-7,10,155.12
25,26,44.28
-9,2,1.79
2,11,48.28
-2,5,47.39
14,30,12.07
-16,-3,93.85
-9,7,23.25
17,22,12.96
17,24,56.77
-7,13,19.68
-21,7,5.37
-14,6,83.59
22,29,11.63
-8,-2,19.66
0,8,0.89
-12,-7,0.89
22,24,1.79
-9,6,24.14
23,30,1.79
-16,-7,7.16
-11,-7,0.45
12,30,0.89
-17,-10,1.79
-22,2,0.89
-24,-7,218.58
-9,-3,14.31
-5,9,1.79
-21,6,9.83
-1,2,1.79
18,23,2.67
10,27,1.79
-8,-2,12.07
11,27,19.22
15,27,25.93
-7,25,4.92
5,19,3.13
21,25,1.79
0,1,0.9
6,17,0.89
-7,-7,34.88
16,17,0.89
-22,-4,4.92
-19,1,3.56
-22,-6,184.16
12,33,31.73
14,16,0.89
-23,-10,3.13
1,19,22.8
23,27,0.89
21,24,70.64
-11,7,70.18
-11,2,2.67
-2,-1,13.86
-10,-6,39.35
16,25,12.08
-7,-2,14.3
13,15,1.78
-16,1,9.83
1,23,21.01
0,2,12.97
12,12,0.89
15,23,1.79
-12,14,3.58
-22,-9,1.78
-5,0,0.89
18,20,1.79
22,26,35.77
-11,-5,3.57
-4,-2,5.81
-19,2,73.77
-21,6,119.81
0,5,1.78
-22,-9,3.13
-16,-1,11.18
11,12,1.78
-12,17,140.8
-1,8,7.14
-18,5,80.92
18,31,6.26
18,25,4.91
-5,3,0.89
10,13,2.23
-7,-2,4.46
-12,5,0.89
-4,0,0.89
20,30,5.37
-8,-1,1.79
-6,-1,2.67
-8,8,3.13
24,31,1.79
19,21,6.26
17,28,1.79
-20,3,273.12
-19,-1,161.83
13,17,2.67
16,31,6.26
13,14,11.18
22,27,1.79
20,27,3.56
27,28,1.79
19,27,17.89
-24,0,35.75
14,21,4.92
21,23,3.58
-5,1,6.71
3,7,3.58
-5,17,1.79
-21,0,29.05
1,1,12.07
4,17,154.67
-11,-1,1.79
2,8,4.47
-22,-3,303.96
-18,2,4.02
-11,7,146.19
-4,3,1.78
-6,4,2.67
22,25,10.28
-18,11,29.96
-23,-3,224.39
-8,-6,0.89
-12,-6,0.89
-12,18,1.78
24,31,1.79
14,15,2.67
-16,-9,1.78
19,23,36.65
-13,7,39.35
13,15,9.84
18,26,1.79
-26,10,204.27
16,32,4.92
-18,11,315.12
-12,7,114.9
-1,13,94.77
22,25,69.3
-4,14,1.79
18,29,1.79
-22,3,32.62
22,32,6.71
-13,-3,1.79
18,22,16.99
20,23,0.45
23,27,27.72
-13,-11,7.6
-15,-6,16.09
