"No","year","month","day","hour","pm2.5","DEWP","TEMP","PRES","cbwd","Iws","Is","Ir","datetime"
24456,2012,10,15,23,99,7,13,1020,"cv",85.44,0,0,2012-10-15 23:00:00
24457,2012,10,16,0,96,9,12,1019,"NE",1.79,0,1,2012-10-16 00:00:00
24458,2012,10,16,1,95,10,12,1019,"cv",0.89,0,2,2012-10-16 01:00:00
24459,2012,10,16,2,91,11,12,1018,"NW",1.79,0,0,2012-10-16 02:00:00
24460,2012,10,16,3,94,11,12,1017,"cv",0.89,0,1,2012-10-16 03:00:00
24461,2012,10,16,4,88,11,13,1016,"cv",1.34,0,2,2012-10-16 04:00:00
24462,2012,10,16,5,89,12,12,1016,"cv",2.23,0,3,2012-10-16 05:00:00
24463,2012,10,16,6,83,11,12,1016,"NW",1.79,0,4,2012-10-16 06:00:00
24464,2012,10,16,7,71,12,12,1016,"NW",2.68,0,5,2012-10-16 07:00:00
24465,2012,10,16,8,77,12,13,1017,"NW",7.6,0,6,2012-10-16 08:00:00
24466,2012,10,16,9,58,10,13,1018,"NW",13.41,0,7,2012-10-16 09:00:00
24467,2012,10,16,10,19,8,12,1018,"NW",19.22,0,8,2012-10-16 10:00:00
24468,2012,10,16,11,14,7,12,1017,"NW",24.14,0,9,2012-10-16 11:00:00
24469,2012,10,16,12,NA,4,15,1017,"NW",32.19,0,0,2012-10-16 12:00:00
24470,2012,10,16,13,25,1,17,1016,"NW",40.24,0,0,2012-10-16 13:00:00
24471,2012,10,16,14,12,-1,17,1016,"NW",51.42,0,0,2012-10-16 14:00:00
24472,2012,10,16,15,7,-2,17,1016,"NW",59.47,0,0,2012-10-16 15:00:00
24473,2012,10,16,16,7,-3,17,1017,"NW",66.62,0,0,2012-10-16 16:00:00
24474,2012,10,16,17,7,-7,15,1019,"NW",77.8,0,0,2012-10-16 17:00:00
24475,2012,10,16,18,9,-7,13,1020,"NW",85.85,0,0,2012-10-16 18:00:00
24476,2012,10,16,19,11,-7,12,1022,"NW",93.9,0,0,2012-10-16 19:00:00
24477,2012,10,16,20,14,-7,11,1023,"NW",99.71,0,0,2012-10-16 20:00:00
24478,2012,10,16,21,11,-5,7,1024,"NW",103.73,0,0,2012-10-16 21:00:00
24479,2012,10,16,22,8,-5,7,1024,"NW",108.65,0,0,2012-10-16 22:00:00
24480,2012,10,16,23,6,-6,7,1024,"NW",113.57,0,0,2012-10-16 23:00:00
24481,2012,10,17,0,7,-6,7,1024,"NW",117.59,0,0,2012-10-17 00:00:00
24482,2012,10,17,1,8,-4,6,1024,"cv",0.89,0,0,2012-10-17 01:00:00
24483,2012,10,17,2,6,-2,4,1024,"cv",1.78,0,0,2012-10-17 02:00:00
24484,2012,10,17,3,4,0,2,1023,"cv",2.67,0,0,2012-10-17 03:00:00
24485,2012,10,17,4,5,0,2,1022,"cv",3.56,0,0,2012-10-17 04:00:00
24486,2012,10,17,5,6,0,2,1022,"cv",4.45,0,0,2012-10-17 05:00:00
24487,2012,10,17,6,13,0,1,1021,"cv",5.34,0,0,2012-10-17 06:00:00
24488,2012,10,17,7,15,-1,2,1021,"cv",6.23,0,0,2012-10-17 07:00:00
24489,2012,10,17,8,17,-3,9,1022,"NW",1.79,0,0,2012-10-17 08:00:00
24490,2012,10,17,9,22,-5,12,1021,"NW",4.92,0,0,2012-10-17 09:00:00
24491,2012,10,17,10,23,-9,14,1021,"SE",4.92,0,0,2012-10-17 10:00:00
24492,2012,10,17,11,16,-10,16,1020,"NW",7.15,0,0,2012-10-17 11:00:00
24493,2012,10,17,12,16,-12,17,1019,"NW",16.98,0,0,2012-10-17 12:00:00
24494,2012,10,17,13,17,-11,17,1018,"NW",28.16,0,0,2012-10-17 13:00:00
24495,2012,10,17,14,11,-12,18,1017,"NW",36.21,0,0,2012-10-17 14:00:00
24496,2012,10,17,15,14,-12,18,1017,"NW",45.15,0,0,2012-10-17 15:00:00
24497,2012,10,17,16,13,-11,18,1017,"NW",54.09,0,0,2012-10-17 16:00:00
24498,2012,10,17,17,19,-8,17,1016,"SE",4.02,0,0,2012-10-17 17:00:00
24499,2012,10,17,18,29,-7,15,1016,"SE",8.94,0,0,2012-10-17 18:00:00
24500,2012,10,17,19,45,-7,15,1017,"SE",12.96,0,0,2012-10-17 19:00:00
24501,2012,10,17,20,55,-6,15,1017,"SE",16.98,0,0,2012-10-17 20:00:00
24502,2012,10,17,21,55,-5,13,1017,"SE",20.11,0,0,2012-10-17 21:00:00
24503,2012,10,17,22,59,1,6,1017,"cv",0.89,0,0,2012-10-17 22:00:00
24504,2012,10,17,23,70,2,6,1017,"cv",1.78,0,0,2012-10-17 23:00:00
24505,2012,10,18,0,82,2,4,1017,"cv",2.67,0,0,2012-10-18 00:00:00
24506,2012,10,18,1,85,2,4,1017,"cv",3.56,0,0,2012-10-18 01:00:00
24507,2012,10,18,2,90,2,3,1017,"NW",1.79,0,0,2012-10-18 02:00:00
24508,2012,10,18,3,82,2,3,1017,"cv",0.45,0,0,2012-10-18 03:00:00
24509,2012,10,18,4,90,2,3,1017,"cv",0.9,0,0,2012-10-18 04:00:00
24510,2012,10,18,5,90,1,2,1017,"NW",1.79,0,0,2012-10-18 05:00:00
24511,2012,10,18,6,71,1,2,1018,"NW",2.68,0,0,2012-10-18 06:00:00
24512,2012,10,18,7,56,2,4,1019,"NW",4.47,0,0,2012-10-18 07:00:00
24513,2012,10,18,8,34,4,7,1019,"NW",8.49,0,0,2012-10-18 08:00:00
24514,2012,10,18,9,38,2,11,1019,"NW",11.62,0,0,2012-10-18 09:00:00
24515,2012,10,18,10,47,0,14,1019,"NE",3.13,0,0,2012-10-18 10:00:00
24516,2012,10,18,11,46,-1,18,1019,"NW",1.79,0,0,2012-10-18 11:00:00
24517,2012,10,18,12,39,-3,20,1018,"NW",4.92,0,0,2012-10-18 12:00:00
24518,2012,10,18,13,27,-7,20,1017,"NW",8.94,0,0,2012-10-18 13:00:00
24519,2012,10,18,14,17,-6,20,1016,"NE",1.79,0,0,2012-10-18 14:00:00
24520,2012,10,18,15,16,-6,20,1016,"cv",0.89,0,0,2012-10-18 15:00:00
24521,2012,10,18,16,18,-2,18,1016,"SE",1.79,0,0,2012-10-18 16:00:00
24522,2012,10,18,17,27,1,16,1016,"SE",2.68,0,0,2012-10-18 17:00:00
24523,2012,10,18,18,37,-2,16,1017,"SE",5.81,0,0,2012-10-18 18:00:00
24524,2012,10,18,19,48,1,14,1017,"SE",7.6,0,0,2012-10-18 19:00:00
24525,2012,10,18,20,75,5,11,1018,"cv",0.89,0,0,2012-10-18 20:00:00
24526,2012,10,18,21,102,7,10,1018,"SE",0.89,0,0,2012-10-18 21:00:00
24527,2012,10,18,22,110,7,9,1018,"SE",1.78,0,0,2012-10-18 22:00:00
24528,2012,10,18,23,115,5,8,1018,"NW",1.79,0,0,2012-10-18 23:00:00
24529,2012,10,19,0,142,4,7,1018,"NE",0.89,0,0,2012-10-19 00:00:00
24530,2012,10,19,1,130,5,7,1019,"cv",0.45,0,0,2012-10-19 01:00:00
24531,2012,10,19,2,129,5,6,1018,"NW",0.89,0,0,2012-10-19 02:00:00
24532,2012,10,19,3,87,4,5,1018,"NW",2.68,0,0,2012-10-19 03:00:00
24533,2012,10,19,4,78,4,4,1018,"NW",3.57,0,0,2012-10-19 04:00:00
24534,2012,10,19,5,68,4,4,1019,"NW",4.46,0,0,2012-10-19 05:00:00
24535,2012,10,19,6,47,4,4,1019,"NW",5.35,0,0,2012-10-19 06:00:00
24536,2012,10,19,7,60,4,4,1019,"cv",0.89,0,0,2012-10-19 07:00:00
24537,2012,10,19,8,65,5,6,1019,"NW",1.79,0,0,2012-10-19 08:00:00
24538,2012,10,19,9,88,6,10,1019,"NW",3.58,0,0,2012-10-19 09:00:00
24539,2012,10,19,10,119,5,13,1019,"cv",0.89,0,0,2012-10-19 10:00:00
24540,2012,10,19,11,156,5,15,1018,"SE",1.79,0,0,2012-10-19 11:00:00
24541,2012,10,19,12,189,4,17,1017,"cv",0.89,0,0,2012-10-19 12:00:00
24542,2012,10,19,13,185,4,18,1016,"SE",1.79,0,0,2012-10-19 13:00:00
24543,2012,10,19,14,187,4,19,1015,"cv",0.89,0,0,2012-10-19 14:00:00
24544,2012,10,19,15,209,2,19,1015,"SE",3.13,0,0,2012-10-19 15:00:00
24545,2012,10,19,16,206,4,18,1014,"SE",4.92,0,0,2012-10-19 16:00:00
24546,2012,10,19,17,219,6,16,1014,"SE",5.81,0,0,2012-10-19 17:00:00
24547,2012,10,19,18,230,8,12,1015,"cv",0.45,0,0,2012-10-19 18:00:00
24548,2012,10,19,19,271,8,11,1015,"cv",1.34,0,0,2012-10-19 19:00:00
24549,2012,10,19,20,277,8,9,1016,"NE",0.89,0,0,2012-10-19 20:00:00
24550,2012,10,19,21,303,6,8,1016,"cv",0.89,0,0,2012-10-19 21:00:00
24551,2012,10,19,22,334,7,8,1016,"NE",0.89,0,0,2012-10-19 22:00:00
24552,2012,10,19,23,285,7,7,1016,"cv",0.89,0,0,2012-10-19 23:00:00
24553,2012,10,20,0,324,7,7,1016,"SE",0.89,0,0,2012-10-20 00:00:00
24554,2012,10,20,1,308,6,7,1016,"NW",0.89,0,0,2012-10-20 01:00:00
24555,2012,10,20,2,285,6,7,1016,"NW",2.68,0,0,2012-10-20 02:00:00
24556,2012,10,20,3,245,5,5,1016,"NW",4.47,0,0,2012-10-20 03:00:00
24557,2012,10,20,4,233,4,5,1016,"NW",6.26,0,0,2012-10-20 04:00:00
24558,2012,10,20,5,214,4,5,1016,"NW",8.05,0,0,2012-10-20 05:00:00
24559,2012,10,20,6,213,5,6,1016,"NW",9.84,0,0,2012-10-20 06:00:00
24560,2012,10,20,7,222,5,6,1017,"NW",12.97,0,0,2012-10-20 07:00:00
24561,2012,10,20,8,219,7,8,1017,"NW",16.1,0,0,2012-10-20 08:00:00
24562,2012,10,20,9,215,8,12,1018,"NW",17.89,0,0,2012-10-20 09:00:00
24563,2012,10,20,10,215,7,15,1018,"NW",21.02,0,0,2012-10-20 10:00:00
24564,2012,10,20,11,214,7,18,1018,"NE",1.79,0,0,2012-10-20 11:00:00
24565,2012,10,20,12,220,4,20,1017,"NE",3.58,0,0,2012-10-20 12:00:00
24566,2012,10,20,13,176,4,21,1017,"SE",1.79,0,0,2012-10-20 13:00:00
24567,2012,10,20,14,117,3,22,1016,"SE",4.92,0,0,2012-10-20 14:00:00
24568,2012,10,20,15,154,5,22,1016,"SE",6.71,0,0,2012-10-20 15:00:00
24569,2012,10,20,16,NA,4,21,1017,"SE",8.5,0,0,2012-10-20 16:00:00
24570,2012,10,20,17,199,6,18,1017,"SE",10.29,0,0,2012-10-20 17:00:00
24571,2012,10,20,18,273,8,14,1018,"cv",0.45,0,0,2012-10-20 18:00:00
24572,2012,10,20,19,341,9,13,1020,"SE",1.79,0,0,2012-10-20 19:00:00
24573,2012,10,20,20,311,10,15,1021,"SE",6.71,0,0,2012-10-20 20:00:00
24574,2012,10,20,21,151,8,14,1021,"SE",11.63,0,0,2012-10-20 21:00:00
24575,2012,10,20,22,56,7,13,1023,"SE",14.76,0,0,2012-10-20 22:00:00
24576,2012,10,20,23,42,7,11,1023,"cv",0.45,0,0,2012-10-20 23:00:00
24577,2012,10,21,0,40,8,11,1023,"NE",0.89,0,0,2012-10-21 00:00:00
24578,2012,10,21,1,43,6,12,1023,"SE",1.79,0,0,2012-10-21 01:00:00
24579,2012,10,21,2,48,5,12,1023,"SE",3.58,0,0,2012-10-21 02:00:00
24580,2012,10,21,3,60,5,12,1023,"cv",0.89,0,0,2012-10-21 03:00:00
24581,2012,10,21,4,66,6,12,1023,"cv",1.78,0,0,2012-10-21 04:00:00
24582,2012,10,21,5,55,6,12,1023,"cv",2.23,0,0,2012-10-21 05:00:00
24583,2012,10,21,6,53,5,12,1023,"SE",1.79,0,0,2012-10-21 06:00:00
24584,2012,10,21,7,48,6,12,1023,"cv",0.89,0,0,2012-10-21 07:00:00
24585,2012,10,21,8,56,4,12,1023,"cv",1.34,0,0,2012-10-21 08:00:00
24586,2012,10,21,9,53,5,12,1023,"cv",1.79,0,0,2012-10-21 09:00:00
24587,2012,10,21,10,54,5,12,1023,"NE",1.79,0,0,2012-10-21 10:00:00
24588,2012,10,21,11,56,5,12,1022,"NW",3.13,0,1,2012-10-21 11:00:00
24589,2012,10,21,12,57,8,11,1021,"NW",6.26,0,2,2012-10-21 12:00:00
24590,2012,10,21,13,56,7,11,1020,"NW",10.28,0,3,2012-10-21 13:00:00
24591,2012,10,21,14,49,8,10,1019,"NW",13.41,0,4,2012-10-21 14:00:00
24592,2012,10,21,15,49,9,10,1018,"NW",18.33,0,5,2012-10-21 15:00:00
24593,2012,10,21,16,44,9,9,1018,"NW",22.35,0,6,2012-10-21 16:00:00
24594,2012,10,21,17,43,9,10,1019,"NW",28.16,0,7,2012-10-21 17:00:00
24595,2012,10,21,18,37,9,10,1019,"NE",3.13,0,8,2012-10-21 18:00:00
24596,2012,10,21,19,40,9,9,1019,"NW",3.13,0,9,2012-10-21 19:00:00
24597,2012,10,21,20,38,9,9,1019,"NW",6.26,0,10,2012-10-21 20:00:00
24598,2012,10,21,21,37,9,10,1018,"NE",3.13,0,0,2012-10-21 21:00:00
24599,2012,10,21,22,39,8,9,1018,"NW",1.79,0,0,2012-10-21 22:00:00
24600,2012,10,21,23,41,8,9,1018,"NW",3.58,0,0,2012-10-21 23:00:00
24601,2012,10,22,0,41,8,9,1018,"NW",6.71,0,0,2012-10-22 00:00:00
24602,2012,10,22,1,43,8,9,1017,"cv",0.89,0,0,2012-10-22 01:00:00
24603,2012,10,22,2,36,6,6,1017,"cv",1.34,0,0,2012-10-22 02:00:00
24604,2012,10,22,3,33,6,6,1016,"SE",0.89,0,0,2012-10-22 03:00:00
24605,2012,10,22,4,33,3,11,1016,"NW",4.92,0,0,2012-10-22 04:00:00
24606,2012,10,22,5,39,4,10,1017,"NW",8.94,0,0,2012-10-22 05:00:00
24607,2012,10,22,6,16,3,10,1017,"NW",13.86,0,0,2012-10-22 06:00:00
24608,2012,10,22,7,12,3,10,1016,"NW",16.99,0,0,2012-10-22 07:00:00
24609,2012,10,22,8,11,2,12,1017,"cv",0.89,0,0,2012-10-22 08:00:00
24610,2012,10,22,9,14,4,14,1017,"NW",1.79,0,0,2012-10-22 09:00:00
24611,2012,10,22,10,10,2,15,1018,"NW",10.73,0,0,2012-10-22 10:00:00
24612,2012,10,22,11,8,-1,16,1018,"NW",22.8,0,0,2012-10-22 11:00:00
24613,2012,10,22,12,14,-2,17,1018,"NW",34.87,0,0,2012-10-22 12:00:00
24614,2012,10,22,13,9,-2,18,1018,"NW",46.05,0,0,2012-10-22 13:00:00
24615,2012,10,22,14,11,-3,18,1018,"NW",57.23,0,0,2012-10-22 14:00:00
24616,2012,10,22,15,15,-3,18,1019,"NW",68.41,0,0,2012-10-22 15:00:00
24617,2012,10,22,16,10,-3,17,1019,"NW",76.46,0,0,2012-10-22 16:00:00
24618,2012,10,22,17,11,-2,16,1019,"NW",81.38,0,0,2012-10-22 17:00:00
24619,2012,10,22,18,15,-2,14,1019,"NW",85.4,0,0,2012-10-22 18:00:00
24620,2012,10,22,19,32,3,9,1020,"cv",0.89,0,0,2012-10-22 19:00:00
24621,2012,10,22,20,49,4,7,1019,"SE",0.89,0,0,2012-10-22 20:00:00
24622,2012,10,22,21,69,5,7,1019,"cv",0.89,0,0,2012-10-22 21:00:00
24623,2012,10,22,22,58,4,6,1019,"cv",1.78,0,0,2012-10-22 22:00:00
24624,2012,10,22,23,42,4,7,1019,"NW",1.79,0,0,2012-10-22 23:00:00
24625,2012,10,23,0,36,4,5,1019,"cv",0.89,0,0,2012-10-23 00:00:00
24626,2012,10,23,1,34,4,5,1019,"cv",1.78,0,0,2012-10-23 01:00:00
24627,2012,10,23,2,48,4,4,1018,"cv",2.23,0,0,2012-10-23 02:00:00
24628,2012,10,23,3,71,2,3,1018,"cv",3.12,0,0,2012-10-23 03:00:00
24629,2012,10,23,4,87,3,4,1018,"cv",4.01,0,0,2012-10-23 04:00:00
24630,2012,10,23,5,73,3,3,1017,"NW",0.89,0,0,2012-10-23 05:00:00
24631,2012,10,23,6,54,2,3,1017,"NW",2.68,0,0,2012-10-23 06:00:00
24632,2012,10,23,7,33,3,3,1017,"NE",1.79,0,0,2012-10-23 07:00:00
24633,2012,10,23,8,34,5,6,1018,"NW",0.89,0,0,2012-10-23 08:00:00
24634,2012,10,23,9,46,5,10,1017,"cv",0.89,0,0,2012-10-23 09:00:00
24635,2012,10,23,10,50,4,13,1017,"cv",1.78,0,0,2012-10-23 10:00:00
24636,2012,10,23,11,49,1,17,1016,"cv",2.67,0,0,2012-10-23 11:00:00
24637,2012,10,23,12,56,0,18,1015,"cv",4.46,0,0,2012-10-23 12:00:00
24638,2012,10,23,13,59,0,19,1014,"cv",6.25,0,0,2012-10-23 13:00:00
24639,2012,10,23,14,60,-1,20,1013,"SE",3.13,0,0,2012-10-23 14:00:00
24640,2012,10,23,15,64,0,20,1013,"SE",7.15,0,0,2012-10-23 15:00:00
24641,2012,10,23,16,69,1,19,1012,"SE",10.28,0,0,2012-10-23 16:00:00
24642,2012,10,23,17,41,2,17,1012,"cv",1.79,0,0,2012-10-23 17:00:00
24643,2012,10,23,18,57,7,13,1013,"SE",0.89,0,0,2012-10-23 18:00:00
24644,2012,10,23,19,83,7,11,1013,"cv",0.89,0,0,2012-10-23 19:00:00
24645,2012,10,23,20,125,7,9,1013,"NE",0.89,0,0,2012-10-23 20:00:00
24646,2012,10,23,21,162,6,8,1013,"NE",1.78,0,0,2012-10-23 21:00:00
24647,2012,10,23,22,167,7,8,1013,"NE",2.67,0,0,2012-10-23 22:00:00
24648,2012,10,23,23,185,7,7,1013,"NW",1.79,0,0,2012-10-23 23:00:00
24649,2012,10,24,0,177,6,7,1013,"cv",0.89,0,0,2012-10-24 00:00:00
24650,2012,10,24,1,154,6,7,1013,"cv",1.34,0,0,2012-10-24 01:00:00
24651,2012,10,24,2,154,5,6,1013,"NW",1.79,0,0,2012-10-24 02:00:00
24652,2012,10,24,3,149,5,6,1012,"cv",0.45,0,0,2012-10-24 03:00:00
24653,2012,10,24,4,132,5,5,1012,"NW",1.79,0,0,2012-10-24 04:00:00
24654,2012,10,24,5,129,5,5,1012,"NW",3.58,0,0,2012-10-24 05:00:00
24655,2012,10,24,6,108,4,5,1012,"cv",0.89,0,0,2012-10-24 06:00:00
24656,2012,10,24,7,123,4,4,1012,"cv",1.78,0,0,2012-10-24 07:00:00
24657,2012,10,24,8,119,7,8,1012,"NW",1.79,0,0,2012-10-24 08:00:00
24658,2012,10,24,9,88,7,12,1012,"NW",3.58,0,0,2012-10-24 09:00:00
24659,2012,10,24,10,77,7,16,1012,"cv",0.89,0,0,2012-10-24 10:00:00
24660,2012,10,24,11,82,4,18,1012,"cv",1.78,0,0,2012-10-24 11:00:00
24661,2012,10,24,12,78,2,22,1011,"cv",4.91,0,0,2012-10-24 12:00:00
24662,2012,10,24,13,52,-5,24,1010,"NW",8.05,0,0,2012-10-24 13:00:00
24663,2012,10,24,14,42,-5,25,1009,"NW",13.86,0,0,2012-10-24 14:00:00
24664,2012,10,24,15,24,-5,24,1010,"NW",21.01,0,0,2012-10-24 15:00:00
24665,2012,10,24,16,31,-5,24,1009,"NW",28.16,0,0,2012-10-24 16:00:00
24666,2012,10,24,17,94,-3,22,1010,"NW",33.08,0,0,2012-10-24 17:00:00
24667,2012,10,24,18,116,3,20,1011,"SE",4.92,0,0,2012-10-24 18:00:00
24668,2012,10,24,19,120,4,19,1011,"SE",8.94,0,0,2012-10-24 19:00:00
24669,2012,10,24,20,137,6,15,1012,"cv",0.89,0,0,2012-10-24 20:00:00
24670,2012,10,24,21,129,8,11,1013,"cv",1.78,0,0,2012-10-24 21:00:00
24671,2012,10,24,22,122,7,9,1014,"NE",0.89,0,0,2012-10-24 22:00:00
24672,2012,10,24,23,174,8,10,1014,"cv",0.89,0,0,2012-10-24 23:00:00
24673,2012,10,25,0,174,6,7,1014,"NW",1.79,0,0,2012-10-25 00:00:00
24674,2012,10,25,1,178,7,8,1015,"cv",0.89,0,0,2012-10-25 01:00:00
24675,2012,10,25,2,202,7,7,1015,"cv",1.78,0,0,2012-10-25 02:00:00
24676,2012,10,25,3,191,6,6,1015,"NW",3.13,0,0,2012-10-25 03:00:00
24677,2012,10,25,4,89,5,7,1015,"NW",4.92,0,0,2012-10-25 04:00:00
24678,2012,10,25,5,42,5,6,1015,"NW",6.71,0,0,2012-10-25 05:00:00
24679,2012,10,25,6,35,5,6,1016,"cv",0.89,0,0,2012-10-25 06:00:00
24680,2012,10,25,7,50,5,6,1017,"cv",1.78,0,0,2012-10-25 07:00:00
24681,2012,10,25,8,55,6,9,1017,"NW",3.13,0,0,2012-10-25 08:00:00
24682,2012,10,25,9,33,7,13,1018,"cv",0.89,0,0,2012-10-25 09:00:00
24683,2012,10,25,10,67,6,16,1018,"cv",1.78,0,0,2012-10-25 10:00:00
24684,2012,10,25,11,131,7,17,1018,"SE",1.79,0,0,2012-10-25 11:00:00
24685,2012,10,25,12,164,7,19,1018,"SE",3.58,0,0,2012-10-25 12:00:00
24686,2012,10,25,13,230,7,19,1017,"SE",5.37,0,0,2012-10-25 13:00:00
24687,2012,10,25,14,275,8,20,1016,"SE",7.16,0,0,2012-10-25 14:00:00
24688,2012,10,25,15,236,8,20,1016,"SE",8.95,0,0,2012-10-25 15:00:00
24689,2012,10,25,16,220,9,20,1016,"SE",9.84,0,0,2012-10-25 16:00:00
24690,2012,10,25,17,252,11,15,1016,"cv",0.89,0,0,2012-10-25 17:00:00
24691,2012,10,25,18,331,11,13,1017,"cv",1.34,0,0,2012-10-25 18:00:00
24692,2012,10,25,19,338,11,12,1017,"cv",2.23,0,0,2012-10-25 19:00:00
24693,2012,10,25,20,338,10,11,1018,"cv",2.68,0,0,2012-10-25 20:00:00
24694,2012,10,25,21,367,9,10,1018,"SE",0.89,0,0,2012-10-25 21:00:00
24695,2012,10,25,22,301,10,13,1019,"SE",2.68,0,0,2012-10-25 22:00:00
24696,2012,10,25,23,293,10,12,1019,"cv",0.89,0,0,2012-10-25 23:00:00
24697,2012,10,26,0,293,11,12,1019,"cv",1.78,0,0,2012-10-26 00:00:00
24698,2012,10,26,1,249,12,13,1019,"cv",2.67,0,0,2012-10-26 01:00:00
24699,2012,10,26,2,226,12,12,1019,"cv",3.56,0,0,2012-10-26 02:00:00
24700,2012,10,26,3,235,12,12,1019,"SE",1.79,0,0,2012-10-26 03:00:00
24701,2012,10,26,4,237,12,12,1019,"cv",0.89,0,0,2012-10-26 04:00:00
24702,2012,10,26,5,259,12,12,1020,"SE",1.79,0,0,2012-10-26 05:00:00
24703,2012,10,26,6,248,12,12,1020,"cv",0.89,0,0,2012-10-26 06:00:00
24704,2012,10,26,7,240,12,12,1020,"cv",1.78,0,0,2012-10-26 07:00:00
24705,2012,10,26,8,253,12,12,1020,"SE",3.13,0,0,2012-10-26 08:00:00
24706,2012,10,26,9,271,12,12,1021,"SE",4.92,0,0,2012-10-26 09:00:00
24707,2012,10,26,10,283,11,12,1020,"SE",6.71,0,1,2012-10-26 10:00:00
24708,2012,10,26,11,283,12,12,1020,"NE",1.79,0,0,2012-10-26 11:00:00
24709,2012,10,26,12,288,12,13,1019,"cv",0.89,0,0,2012-10-26 12:00:00
24710,2012,10,26,13,288,11,13,1018,"SE",1.79,0,0,2012-10-26 13:00:00
24711,2012,10,26,14,293,12,14,1017,"cv",0.89,0,0,2012-10-26 14:00:00
24712,2012,10,26,15,293,12,15,1017,"cv",1.78,0,0,2012-10-26 15:00:00
24713,2012,10,26,16,296,11,15,1017,"cv",2.67,0,0,2012-10-26 16:00:00
24714,2012,10,26,17,308,12,14,1017,"cv",3.12,0,0,2012-10-26 17:00:00
24715,2012,10,26,18,317,11,13,1017,"NW",0.89,0,0,2012-10-26 18:00:00
24716,2012,10,26,19,329,12,13,1017,"NW",2.68,0,0,2012-10-26 19:00:00
24717,2012,10,26,20,313,12,14,1017,"NW",5.81,0,0,2012-10-26 20:00:00
24718,2012,10,26,21,307,12,14,1017,"NW",7.6,0,0,2012-10-26 21:00:00
24719,2012,10,26,22,309,12,15,1017,"NW",9.39,0,0,2012-10-26 22:00:00
24720,2012,10,26,23,299,12,14,1017,"NW",12.52,0,1,2012-10-26 23:00:00
24721,2012,10,27,0,304,12,14,1016,"NW",15.65,0,0,2012-10-27 00:00:00
24722,2012,10,27,1,297,11,13,1016,"NW",17.44,0,0,2012-10-27 01:00:00
24723,2012,10,27,2,281,11,13,1015,"NE",0.89,0,0,2012-10-27 02:00:00
24724,2012,10,27,3,272,11,12,1015,"NW",0.89,0,0,2012-10-27 03:00:00
24725,2012,10,27,4,275,10,11,1015,"cv",0.45,0,0,2012-10-27 04:00:00
24726,2012,10,27,5,260,8,9,1015,"NW",0.89,0,0,2012-10-27 05:00:00
24727,2012,10,27,6,246,9,9,1016,"NW",2.68,0,0,2012-10-27 06:00:00
24728,2012,10,27,7,241,8,9,1016,"NW",5.81,0,0,2012-10-27 07:00:00
24729,2012,10,27,8,239,10,10,1016,"SE",0.89,0,0,2012-10-27 08:00:00
24730,2012,10,27,9,250,12,12,1017,"cv",0.45,0,0,2012-10-27 09:00:00
24731,2012,10,27,10,248,10,16,1016,"cv",2.24,0,0,2012-10-27 10:00:00
24732,2012,10,27,11,222,9,18,1016,"NW",1.79,0,0,2012-10-27 11:00:00
24733,2012,10,27,12,232,6,21,1015,"NW",6.71,0,0,2012-10-27 12:00:00
24734,2012,10,27,13,166,2,22,1015,"NW",14.76,0,0,2012-10-27 13:00:00
24735,2012,10,27,14,105,2,22,1014,"NW",21.91,0,0,2012-10-27 14:00:00
24736,2012,10,27,15,34,0,22,1015,"NW",31.74,0,0,2012-10-27 15:00:00
24737,2012,10,27,16,27,-2,22,1016,"NW",40.68,0,0,2012-10-27 16:00:00
24738,2012,10,27,17,20,-3,20,1017,"NW",45.6,0,0,2012-10-27 17:00:00
24739,2012,10,27,18,15,-3,19,1018,"NW",49.62,0,0,2012-10-27 18:00:00
24740,2012,10,27,19,20,-5,17,1019,"NW",53.64,0,0,2012-10-27 19:00:00
24741,2012,10,27,20,19,-10,16,1020,"NW",60.79,0,0,2012-10-27 20:00:00
24742,2012,10,27,21,6,-11,15,1022,"NW",67.94,0,0,2012-10-27 21:00:00
24743,2012,10,27,22,12,-9,13,1023,"NW",75.09,0,0,2012-10-27 22:00:00
24744,2012,10,27,23,11,-7,11,1024,"NW",76.88,0,0,2012-10-27 23:00:00
24745,2012,10,28,0,11,-5,9,1024,"NW",80.01,0,0,2012-10-28 00:00:00
24746,2012,10,28,1,7,-3,9,1025,"NW",84.93,0,0,2012-10-28 01:00:00
24747,2012,10,28,2,13,-3,8,1025,"NW",88.06,0,0,2012-10-28 02:00:00
24748,2012,10,28,3,7,-2,6,1026,"NW",91.19,0,0,2012-10-28 03:00:00
24749,2012,10,28,4,11,-3,9,1026,"NE",4.02,0,0,2012-10-28 04:00:00
24750,2012,10,28,5,13,-3,8,1027,"NE",8.04,0,0,2012-10-28 05:00:00
24751,2012,10,28,6,13,-2,7,1027,"NE",11.17,0,0,2012-10-28 06:00:00
24752,2012,10,28,7,13,-1,8,1028,"NE",12.96,0,0,2012-10-28 07:00:00
24753,2012,10,28,8,20,-2,10,1029,"NE",16.98,0,0,2012-10-28 08:00:00
24754,2012,10,28,9,18,-4,12,1029,"NE",21,0,0,2012-10-28 09:00:00
24755,2012,10,28,10,9,-4,13,1029,"NE",25.02,0,0,2012-10-28 10:00:00
24756,2012,10,28,11,8,-4,14,1028,"SE",1.79,0,0,2012-10-28 11:00:00
