,Category,LivingArea,Address,SaleYYYY,AskingPrice,PriceSold,SaleYYYYMMDD,NumberBedrooms,NumberBathrooms,LotSize,DaysOnMarket,Lat,Lng,Population,avgAge,below15,below24,below44,below64,below65,AvgIncome,below50000,below80000,below100000,below150000,above150001,avgSize,totalHouse,size1,size2,size3,size4,size5,totalFam,Children,NoChildren,Single,Unemploy,Owner,Renter,totaldwelling,before1960,before1980,before1990,before2000,before2005,before2011,University,College,Secondary,Apprentice,No,NonImmigrant,Immigrant,french,English,Others
77,2 Storey,1656.0,3840 ave Oxford Montreal,2010.0,727000.0,698000.0,20101103.0,3.0,2.0,2375.0,46.0,45.472834000000006,-73.618308,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
78,2 Storey,920.0,5187 Av Belmore Montreal,2011.0,439000.0,415000.0,20110212.0,3.0,2.0,4500.0,73.0,45.463431,-73.648713,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
79,2 Storey,1125.0,5115 Kensington Montreal,2011.0,467000.0,481000.0,20110320.0,4.0,2.0,5000.0,29.0,45.473427,-73.640048,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
80,2 Storey,1060.0,4825 Bessborough Ave Montreal,2011.0,405000.0,400000.0,20110722.0,3.0,1.0,4770.0,90.0,45.468610999999996,-73.638038,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
81,2 Storey,1620.0,"5290, rue Patricia Montreal",2011.0,485000.0,480000.0,20111031.0,4.0,2.0,4488.0,25.0,45.460029999999996,-73.653632,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
82,2 Storey,2278.0,"4768, rue MÀ_ridian Montreal",2011.0,,,20111126.0,6.0,3.0,6110.0,11.0,45.501689,-73.567256,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
83,2 Storey,1012.0,"4880, Grand Boulevard Montreal",2012.0,449000.0,435500.0,20120509.0,3.0,1.0,5500.0,37.0,45.472274,-73.63610899999999,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
84,2 Storey,1723.0,"4669, avenue Victoria Montreal",2012.0,798900.0,790000.0,20120508.0,5.0,2.0,3276.0,1.0,45.485326,-73.61742,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
85,2 Storey,1720.0,"6449, avenue Coolbrook Montreal",2013.0,295000.0,280000.0,20130510.0,3.0,2.0,2500.0,270.0,45.489927,-73.6461,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
86,2 Storey,1230.0,"4338, avenue Royal Montreal",2012.0,,,20121029.0,3.0,2.0,3000.0,28.0,45.472171,-73.627174,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
87,2 Storey,2700.0,"4635, avenue Draper Montreal",2014.0,,,20140111.0,8.0,3.0,5288.0,240.0,45.475203,-73.630895,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
88,2 Storey,1518.0,"4408, avenue Mayfair Montreal",2013.0,,,20130422.0,4.0,2.0,3220.0,10.0,45.460862,-73.638418,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
89,2 Storey,1834.0,"3442, avenue de Melrose Montreal",2013.0,898000.0,880000.0,20131030.0,,2.0,2375.0,26.0,45.470110999999996,-73.618098,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
90,2 Storey,2624.0,"5765, chemin de la CÀ_te-Saint-Antoine Montreal",2014.0,985000.0,1000000.0,20140428.0,6.0,2.0,2500.0,4.0,45.470908,-73.618347,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
91,2 Storey,1249.0,"4835, Bessborough Montreal",2008.0,,,20080914.0,3.0,1.0,,85.0,45.468652,-73.638143,165000.0,38,16,14,33,23,14,48594.0,64,19,6,5,6,2.2,74270,40,29,15,15,1,39375,45,33,22,11,26,74,74235,59,29,7,2,1,2,48,15,20,6,11,47,53,32,39,29
92,2 Storey,3078.0,250 rue Dufferin Montreal,2009.0,,,20090911.0,5.0,4.0,7500.0,31.0,45.483236,-73.640484,32321.0,45,16,11,22,23,28,84076.0,50,18,8,11,13,2.3,13570,36,31,13,17,3,8555,45,40,15,9,50,50,13565,17,47,16,3,4,13,46,13,21,7,13,52,48,16,62,22
93,2 Storey,2174.0,"145, avenue Westminster North Montreal",2010.0,569000.0,569000.0,20100515.0,4.0,3.0,4500.0,180.0,45.4546,-73.64928499999999,32321.0,45,16,11,22,23,28,84076.0,50,18,8,11,13,2.3,13570,36,31,13,17,3,8555,45,40,15,9,50,50,13565,17,47,16,3,4,13,46,13,21,7,13,52,48,16,62,22
94,2 Storey,1500.0,"24, rue Westover Montreal",2012.0,595000.0,590000.0,20121029.0,4.0,3.0,2740.0,38.0,45.458528,-73.659254,32321.0,45,16,11,22,23,28,84076.0,50,18,8,11,13,2.3,13570,36,31,13,17,3,8555,45,40,15,9,50,50,13565,17,47,16,3,4,13,46,13,21,7,13,52,48,16,62,22
95,2 Storey,1680.0,"22, avenue Ballantyne Sud Montreal",2014.0,599900.0,585000.0,20140219.0,3.0,1.0,4400.0,120.0,45.45225,-73.642134,32321.0,45,16,11,22,23,28,84076.0,50,18,8,11,13,2.3,13570,36,31,13,17,3,8555,45,40,15,9,50,50,13565,17,47,16,3,4,13,46,13,21,7,13,52,48,16,62,22
96,2 Storey,3908.0,"6, rue Malard Montreal",2010.0,,,20100126.0,5.0,3.0,8310.0,90.0,45.488426000000004,-73.837526,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
97,2 Storey,1920.0,"9, rue Mayfair Montreal",2010.0,379000.0,375000.0,20100116.0,3.0,2.0,5432.0,8.0,45.469398999999996,-73.843647,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
98,2 Storey,1638.0,"21, croissant Columbia Montreal",2011.0,429500.0,420000.0,20110516.0,5.0,1.0,8100.0,390.0,45.49281,-73.802978,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
99,2 Storey,2644.0,45 Place Canterbury Montreal,2011.0,589000.0,580000.0,20110124.0,5.0,2.0,9672.0,7.0,45.49277,-73.81218299999999,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
100,2 Storey,1890.0,3053 Lake Montreal,2011.0,479000.0,455000.0,20111013.0,3.0,3.0,6600.0,150.0,45.482521000000006,-73.828085,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
101,2 Storey,1148.0,277 Magnolia Montreal,2011.0,332500.0,330000.0,20110529.0,4.0,1.0,6000.0,8.0,45.47975,-73.845788,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
102,2 Storey,2300.0,"4581, rue Lake Montreal",2012.0,416900.0,410000.0,20120420.0,5.0,4.0,6003.0,16.0,45.480194,-73.83152199999999,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
103,2 Storey,2245.0,"67, rue Fredmir Montreal",2013.0,459000.0,435000.0,20130303.0,5.0,3.0,6600.0,31.0,45.493736,-73.830967,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
104,2 Storey,2520.0,"1245, rue Tecumseh Montreal",2013.0,634000.0,605000.0,20131003.0,4.0,2.0,6000.0,360.0,45.486978,-73.829667,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
105,2 Storey,,"64, rue Fredmir Montreal",2013.0,,,20130514.0,5.0,3.0,5645.0,57.0,45.493638,-73.831412,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
106,2 Storey,1264.0,"36, rue Dawn Montreal",2014.0,359000.0,350000.0,20140408.0,3.0,2.0,8735.0,34.0,45.486992,-73.78710600000001,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
107,2 Storey,2354.0,"83, rue Roger Pilon Montreal",2014.0,,,20140717.0,4.0,2.0,6175.0,240.0,45.492765000000006,-73.81798,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
108,2 Storey,2000.0,"24, rue Buttonwood Montreal",2014.0,448000.0,415000.0,20140501.0,4.0,1.0,6600.0,90.0,45.496124,-73.82956800000001,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
109,2 Storey,1378.0,119 Louis Riel Street Montreal,2009.0,389000.0,375000.0,20090115.0,5.0,2.0,7750.0,240.0,45.482273,-73.814225,49637.0,40,17,15,23,30,15,94374.0,34,22,11,18,15,2.9,16955,19,28,18,31,4,13895,55,29,16,8,78,22,16955,5,64,16,7,5,3,36,19,24,7,14,60,40,16,62,22
110,2 Storey,2182.0,210 Rue Touzin Montreal,2011.0,,,20110721.0,4.0,2.0,,120.0,45.441753000000006,-73.76907299999999,18208.0,42,14,13,24,31,18,76300.0,44,23,10,14,9,2.2,7990,36,32,14,17,1,4915,44,39,17,7,59,41,7995,51,28,10,4,3,4,34,19,26,9,12,71,29,31,57,12
111,2 Storey,675.0,"640, Avenue Dawson Montreal",2012.0,419900.0,394000.0,20120918.0,4.0,1.0,4263.0,300.0,45.4411,-73.735747,18208.0,42,14,13,24,31,18,76300.0,44,23,10,14,9,2.2,7990,36,32,14,17,1,4915,44,39,17,7,59,41,7995,51,28,10,4,3,4,34,19,26,9,12,71,29,31,57,12
112,2 Storey,1734.0,"226, cercle Malcolm Montreal",2013.0,,,20130423.0,4.0,2.0,6000.0,6.0,45.442477000000004,-73.76500899999999,18208.0,42,14,13,24,31,18,76300.0,44,23,10,14,9,2.2,7990,36,32,14,17,1,4915,44,39,17,7,59,41,7995,51,28,10,4,3,4,34,19,26,9,12,71,29,31,57,12
113,2 Storey,1600.0,"227, avenue Dahlia Montreal",2014.0,420000.0,400000.0,20141105.0,4.0,2.0,5805.0,150.0,45.442412,-73.73334799999999,18208.0,42,14,13,24,31,18,76300.0,44,23,10,14,9,2.2,7990,36,32,14,17,1,4915,44,39,17,7,59,41,7995,51,28,10,4,3,4,34,19,26,9,12,71,29,31,57,12
114,2 Storey,2100.0,"169, rue Beauchemin Montreal",2011.0,529000.0,517500.0,20110202.0,5.0,2.0,,300.0,45.507417,-73.865223,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
115,2 Storey,2313.0,324 rue RenÀ_ MassÀ_ Montreal,2010.0,479000.0,450000.0,20100707.0,3.0,2.0,8014.0,300.0,45.501689,-73.567256,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
116,2 Storey,861.0,140 rue Colombier Montreal,2009.0,389000.0,378000.0,20091123.0,4.0,2.0,,120.0,45.497281,-73.879191,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
117,2 Storey,883.0,519 Rue Macquet Montreal,2009.0,315000.0,285000.0,20091120.0,4.0,1.0,6900.0,35.0,45.496989,-73.872561,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
118,2 Storey,1200.0,"19, rue Proulx Montreal",2009.0,298000.0,290000.0,20091213.0,3.0,2.0,6499.0,10.0,45.500075,-73.864641,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
119,2 Storey,2702.0,"154, rue Beauchemin Montreal",2010.0,459000.0,459000.0,20100312.0,4.0,3.0,9849.0,29.0,45.507933,-73.866156,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
120,2 Storey,1320.0,"258, rue Joncaire Montreal",2010.0,269000.0,265000.0,20100316.0,3.0,1.0,5712.0,13.0,45.594817,-73.566024,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
121,2 Storey,2100.0,"479, croissant Boyer Montreal",2010.0,369000.0,355000.0,20100923.0,8.0,1.0,6000.0,180.0,45.499928000000004,-73.876059,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
122,2 Storey,1900.0,"625, rue Lacombe Montreal",2010.0,339000.0,320000.0,20100525.0,4.0,1.0,8833.0,60.0,45.493867,-73.880448,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
123,2 Storey,1380.0,3247 LÀ_on-Brisebois Montreal,2011.0,325000.0,325000.0,20110401.0,3.0,1.0,6025.0,180.0,45.495803,-73.867485,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
124,2 Storey,1955.0,282 rue Soupras Montreal,2010.0,358000.0,358000.0,20101007.0,3.0,1.0,7110.0,4.0,45.496094,-73.865054,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
125,2 Storey,1798.0,3248 rue LÀ_on-Brisebois Montreal,2011.0,395000.0,395000.0,20110316.0,4.0,2.0,6000.0,28.0,45.495699,-73.867224,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
126,2 Storey,1468.0,"644, St-Malo Est Montreal",2011.0,,,20110517.0,3.0,1.0,7810.0,67.0,45.502679,-73.867961,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
127,2 Storey,2400.0,228 Laurier Montreal,2011.0,649000.0,620000.0,20110918.0,4.0,2.0,7935.0,90.0,45.52541,-73.590642,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
128,2 Storey,,"229, rue Saint-Raphael Montreal",2013.0,599000.0,580000.0,20130130.0,5.0,3.0,9600.0,570.0,45.503541999999996,-73.905521,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
129,2 Storey,2300.0,"237, rue Barette Montreal",2013.0,,,20130609.0,4.0,2.0,8545.0,210.0,45.507567,-73.870924,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
130,2 Storey,1436.0,"411, rue Marcelin Montreal",2012.0,388000.0,388000.0,20120413.0,3.0,1.0,7749.0,83.0,45.506119,-73.864627,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
131,2 Storey,1876.0,"280, rue Ouimet Montreal",2012.0,,,20120726.0,4.0,2.0,6655.0,150.0,45.489201,-73.87688100000001,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
132,2 Storey,1892.0,"3027, chemin Cherrier Montreal",2012.0,454000.0,420000.0,20120524.0,3.0,2.0,8103.0,44.0,45.505947,-73.86103,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
133,2 Storey,,"308, rue Alphonse Desjardins Montreal",2013.0,799000.0,740000.0,20130530.0,5.0,3.0,9822.0,180.0,45.503066,-73.901411,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
134,2 Storey,1822.0,"143, rue Beauchemin Montreal",2012.0,534000.0,525000.0,20121023.0,3.0,2.0,11941.0,120.0,45.507717,-73.867891,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
135,2 Storey,1800.0,"315, rue LÀ_o-Grenier Montreal",2012.0,498000.0,487500.0,20121118.0,3.0,1.0,8142.0,120.0,45.508914000000004,-73.867579,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
136,2 Storey,2100.0,"3195, rue LÀ_on-Brisebois Montreal",2013.0,,,20130306.0,5.0,3.0,8366.0,120.0,45.498021,-73.865433,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
137,2 Storey,2400.0,"975, rue Bellevue Montreal",2013.0,395000.0,375000.0,20131023.0,4.0,2.0,7829.0,49.0,45.505996,-73.865439,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
138,2 Storey,1324.0,"130, rue Dubuisson Montreal",2014.0,395000.0,388000.0,20140509.0,4.0,2.0,7176.0,180.0,45.494106,-73.878455,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
139,2 Storey,1200.0,"416, rue Closse Montreal",2014.0,269500.0,268000.0,20140408.0,3.0,1.0,2186.0,32.0,45.492005,-73.87088100000001,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
140,2 Storey,1553.0,"3208, rue LÀ_on-Brisebois Montreal",2014.0,387000.0,375000.0,20140906.0,3.0,1.0,6212.0,50.0,45.497312,-73.866186,18097.0,39,17,15,22,33,13,86363.0,30,21,10,18,21,2.6,6695,23,31,18,26,2,5080,52,32,16,4,75,25,6680,11,30,34,17,4,4,31,19,24,12,14,77,23,58,32,10
141,2 Storey,2028.0,405 Rue de la Prunelle Montreal,2011.0,1145000.0,1100000.0,20110917.0,3.0,2.0,4142.0,120.0,45.465990000000005,-73.546527,66158.0,41,13,11,33,28,15,59026.0,54,22,7,7,10,2.0,32660,42,34,13,11,0,17135,34,45,21,8,36,64,32665,54,19,13,6,4,4,40,15,19,9,17,76,24,65,21,14
142,2 Storey,1440.0,"180, rue Terry Fox Montreal",2014.0,679000.0,612000.0,20140906.0,3.0,2.0,3427.0,15.0,45.465288,-73.54028000000001,66158.0,41,13,11,33,28,15,59026.0,54,22,7,7,10,2.0,32660,42,34,13,11,0,17135,34,45,21,8,36,64,32665,54,19,13,6,4,4,40,15,19,9,17,76,24,65,21,14
143,2 Storey,3649.0,28 Dufferin Montreal,2009.0,,,20091105.0,4.0,2.0,6720.0,180.0,45.478966,-73.630965,21253.0,39,17,17,19,34,13,128000.0,18,19,12,22,29,3.1,6830,12,27,20,37,4,6070,61,28,11,7,94,6,6825,2,44,32,14,6,2,43,20,21,6,10,72,28,19,68,13
144,2 Storey,3127.0,"6, place Colbert Montreal",2012.0,899000.0,880000.0,20120624.0,5.0,3.0,23207.0,55.0,45.66279,-73.498202,21253.0,39,17,17,19,34,13,128000.0,18,19,12,22,29,3.1,6830,12,27,20,37,4,6070,61,28,11,7,94,6,6825,2,44,32,14,6,2,43,20,21,6,10,72,28,19,68,13
145,2 Storey,2454.0,"325, place Terry Fox Montreal",2010.0,560000.0,550000.0,20100525.0,5.0,3.0,5597.0,24.0,45.464874,-73.539833,21253.0,39,17,17,19,34,13,128000.0,18,19,12,22,29,3.1,6830,12,27,20,37,4,6070,61,28,11,7,94,6,6825,2,44,32,14,6,2,43,20,21,6,10,72,28,19,68,13
146,2 Storey,2040.0,12 Renaud Montreal,2011.0,589000.0,589000.0,20110614.0,4.0,3.0,6947.0,240.0,45.454918,-73.841109,21253.0,39,17,17,19,34,13,128000.0,18,19,12,22,29,3.1,6830,12,27,20,37,4,6070,61,28,11,7,94,6,6825,2,44,32,14,6,2,43,20,21,6,10,72,28,19,68,13
147,2 Storey,1650.0,"74, rue Acres Montreal",2012.0,429000.0,412000.0,20120309.0,4.0,2.0,6900.0,58.0,45.462731,-73.847383,21253.0,39,17,17,19,34,13,128000.0,18,19,12,22,29,3.1,6830,12,27,20,37,4,6070,61,28,11,7,94,6,6825,2,44,32,14,6,2,43,20,21,6,10,72,28,19,68,13
148,2 Storey,2450.0,"30, rue Lafford Montreal",2012.0,449900.0,449900.0,20120613.0,4.0,2.0,7788.0,90.0,45.445963,-73.884711,21253.0,39,17,17,19,34,13,128000.0,18,19,12,22,29,3.1,6830,12,27,20,37,4,6070,61,28,11,7,94,6,6825,2,44,32,14,6,2,43,20,21,6,10,72,28,19,68,13
149,2 Storey,1674.0,"30, rue des Hirondelles Montreal",2012.0,,,20120419.0,3.0,1.0,5350.0,13.0,45.438765999999994,-73.893895,21253.0,39,17,17,19,34,13,128000.0,18,19,12,22,29,3.1,6830,12,27,20,37,4,6070,61,28,11,7,94,6,6825,2,44,32,14,6,2,43,20,21,6,10,72,28,19,68,13
150,2 Storey,1500.0,"122, rue Terry Fox Montreal",2012.0,409000.0,410000.0,20120525.0,3.0,1.0,6204.0,11.0,45.465702,-73.5408,21253.0,39,17,17,19,34,13,128000.0,18,19,12,22,29,3.1,6830,12,27,20,37,4,6070,61,28,11,7,94,6,6825,2,44,32,14,6,2,43,20,21,6,10,72,28,19,68,13
151,2 Storey,2040.0,"79, rue Granada Montreal",2013.0,469000.0,440000.0,20130514.0,4.0,3.0,6403.0,210.0,45.464618,-73.854263,21253.0,39,17,17,19,34,13,128000.0,18,19,12,22,29,3.1,6830,12,27,20,37,4,6070,61,28,11,7,94,6,6825,2,44,32,14,6,2,43,20,21,6,10,72,28,19,68,13
152,2 Storey,1900.0,"9, place Smiley Montreal",2013.0,397000.0,386500.0,20130617.0,3.0,1.0,6642.0,51.0,45.439242,-73.88356,21253.0,39,17,17,19,34,13,128000.0,18,19,12,22,29,3.1,6830,12,27,20,37,4,6070,61,28,11,7,94,6,6825,2,44,32,14,6,2,43,20,21,6,10,72,28,19,68,13
153,2 Storey,2700.0,"144, rue Jacques Chan Montreal",2013.0,580000.0,565000.0,20131007.0,4.0,2.0,7583.0,82.0,45.447081,-73.887147,21253.0,39,17,17,19,34,13,128000.0,18,19,12,22,29,3.1,6830,12,27,20,37,4,6070,61,28,11,7,94,6,6825,2,44,32,14,6,2,43,20,21,6,10,72,28,19,68,13
154,2 Storey,2800.0,"98, rue Macdonald Montreal",2013.0,604000.0,600000.0,20130927.0,5.0,3.0,7563.0,38.0,45.518555,-73.53103399999999,21253.0,39,17,17,19,34,13,128000.0,18,19,12,22,29,3.1,6830,12,27,20,37,4,6070,61,28,11,7,94,6,6825,2,44,32,14,6,2,43,20,21,6,10,72,28,19,68,13
