"numeropol","somme_couts","province"
30242,0,"Northwest Territories"
30265,0,"Alberta"
30265,0,"Alberta"
30265,0,"Alberta"
30265,0,"Alberta"
30269,1247.90683225,"British Columbia"
30274,384.66459627,"New Brunswick"
30274,1118.72049689,"New Brunswick"
30274,0,"New Brunswick"
30274,0,"New Brunswick"
30274,0,"New Brunswick"
30274,0,"New Brunswick"
30275,0,"Alberta"
30278,0,"Alberta"
30278,0,"Alberta"
30280,195.88198758,"Prince Edward Island"
30293,187.19875776,"Prince Edward Island"
30293,0,"Prince Edward Island"
30293,0,"Prince Edward Island"
30293,0,"Prince Edward Island"
30293,9355.2484472,"Prince Edward Island"
30293,0,"Prince Edward Island"
30293,0,"Prince Edward Island"
30296,587.0931677,"Nova Scotia"
30296,0,"Nova Scotia"
30296,186.30434783,"Nova Scotia"
30296,29746.900621,"Nova Scotia"
30296,0,"Nova Scotia"
30296,0,"Nova Scotia"
30296,3021.0496894,"Nova Scotia"
30300,0,"Saskatchewan"
30300,0,"Saskatchewan"
30301,0,"Alberta"
30301,215.32919255,"Alberta"
30301,0,"Alberta"
30301,0,"Alberta"
30308,0,"Quebec"
30308,170.19875776,"Quebec"
30308,57604.621118,"Quebec"
30324,0,"Yukon Territory"
30324,0,"Yukon Territory"
30324,439.78881988,"Yukon Territory"
30324,0,"Yukon Territory"
30324,0,"Yukon Territory"
30326,0,"Nova Scotia"
30326,0,"Nova Scotia"
30326,0,"Nova Scotia"
30326,0,"Nova Scotia"
30327,996.95031056,"Nova Scotia"
30327,0,"Nova Scotia"
30327,0,"Nova Scotia"
30327,0,"Nova Scotia"
30327,0,"Nova Scotia"
30327,0,"Nova Scotia"
30336,0,"New Brunswick"
30336,0,"New Brunswick"
30336,0,"New Brunswick"
30373,0,"New Brunswick"
30373,0,"New Brunswick"
30373,230.73913043,"New Brunswick"
30373,0,"New Brunswick"
30373,0,"New Brunswick"
30378,0,"British Columbia"
30378,0,"British Columbia"
30378,0,"British Columbia"
30378,0,"British Columbia"
30380,0,"Quebec"
30380,0,"Quebec"
30380,0,"Quebec"
30380,37307.111801,"Quebec"
30380,0,"Quebec"
30380,0,"Quebec"
30381,601.21118012,"Prince Edward Island"
30381,0,"Prince Edward Island"
30381,897.78881988,"Prince Edward Island"
30381,0,"Prince Edward Island"
30381,0,"Prince Edward Island"
30382,0,"New Brunswick"
30382,0,"New Brunswick"
30396,0,"Prince Edward Island"
30396,0,"Prince Edward Island"
30396,0,"Prince Edward Island"
30397,0,"Quebec"
30411,0,"British Columbia"
30411,0,"British Columbia"
30411,1117.863354,"British Columbia"
30411,0,"British Columbia"
30411,0,"British Columbia"
30411,0,"British Columbia"
30417,0,"New Brunswick"
30417,884.47204969,"New Brunswick"
30417,520.52795031,"New Brunswick"
30421,0,"Prince Edward Island"
30421,0,"Prince Edward Island"
30429,0,"Northwest Territories"
30429,0,"Northwest Territories"
30443,0,"Northwest Territories"
30443,0,"Northwest Territories"
30443,0,"Northwest Territories"
30443,0,"Northwest Territories"
30443,0,"Northwest Territories"
30450,0,"Nova Scotia"
30450,0,"Nova Scotia"
30450,0,"Nova Scotia"
30450,963.85714286,"Nova Scotia"
30467,0,"Manitoba"
30467,0,"Manitoba"
30467,0,"Manitoba"
30467,0,"Manitoba"
30467,0,"Manitoba"
30467,0,"Manitoba"
30467,0,"Manitoba"
30467,0,"Manitoba"
30470,0,"Saskatchewan"
30470,0,"Saskatchewan"
30470,0,"Saskatchewan"
30470,0,"Saskatchewan"
30470,0,"Saskatchewan"
30470,0,"Saskatchewan"
30470,0,"Saskatchewan"
30470,0,"Saskatchewan"
30470,0,"Saskatchewan"
30477,135.95652174,"New Brunswick"
30492,0,"Nova Scotia"
30496,71.273291925,"Prince Edward Island"
30498,0,"Nova Scotia"
30498,0,"Nova Scotia"
30498,0,"Nova Scotia"
30498,0,"Nova Scotia"
30498,0,"Nova Scotia"
30498,0,"Nova Scotia"
30498,0,"Nova Scotia"
30498,0,"Nova Scotia"
30499,0,"Newfoundland and Labrador"
30527,0,"British Columbia"
30527,1590.6521739,"British Columbia"
30527,0,"British Columbia"
30527,0,"British Columbia"
30541,0,"New Brunswick"
30541,0,"New Brunswick"
30559,0,"Northwest Territories"
30559,3686.24844715,"Northwest Territories"
30559,0,"Northwest Territories"
30559,1216.0621118,"Northwest Territories"
30564,0,"New Brunswick"
30564,0,"New Brunswick"
30564,0,"New Brunswick"
30564,0,"New Brunswick"
30569,0,"Saskatchewan"
30569,734.44099379,"Saskatchewan"
30569,0,"Saskatchewan"
30570,0,"New Brunswick"
30570,0,"New Brunswick"
30570,0,"New Brunswick"
30570,0,"New Brunswick"
30570,38.47826087,"New Brunswick"
30570,0,"New Brunswick"
30570,0,"New Brunswick"
30570,0,"New Brunswick"
30577,0,"Nunavut"
30577,11487.447205,"Nunavut"
30577,0,"Nunavut"
30577,0,"Nunavut"
30577,0,"Nunavut"
30577,0,"Nunavut"
30586,106.72049689,"Yukon Territory"
30586,0,"Yukon Territory"
30586,1141.00621118,"Yukon Territory"
30586,0,"Yukon Territory"
30590,0,"Nova Scotia"
30590,0,"Nova Scotia"
30590,0,"Nova Scotia"
30590,0,"Nova Scotia"
30590,0,"Nova Scotia"
30594,0,"Quebec"
30594,538.90062112,"Quebec"
30594,0,"Quebec"
30594,0,"Quebec"
30603,0,"Saskatchewan"
30603,274.67080745,"Saskatchewan"
30603,0,"Saskatchewan"
30603,0,"Saskatchewan"
30603,0,"Saskatchewan"
30603,0,"Saskatchewan"
30603,0,"Saskatchewan"
30603,0,"Saskatchewan"
30616,0,"Yukon Territory"
30616,0,"Yukon Territory"
30616,558.91304348,"Yukon Territory"
30616,0,"Yukon Territory"
30616,0,"Yukon Territory"
30616,0,"Yukon Territory"
30616,0,"Yukon Territory"
30618,0,"Northwest Territories"
30618,0,"Northwest Territories"
30618,0,"Northwest Territories"
30618,0,"Northwest Territories"
30618,0,"Northwest Territories"
30620,31055.900621,"New Brunswick"
30620,0,"New Brunswick"
30623,0,"Saskatchewan"
30623,0,"Saskatchewan"
30623,6223.1925466,"Saskatchewan"
30623,0,"Saskatchewan"
30623,0,"Saskatchewan"
30623,0,"Saskatchewan"
30650,0,"New Brunswick"
30651,0,"New Brunswick"
30651,0,"New Brunswick"
30651,0,"New Brunswick"
30651,0,"New Brunswick"
30651,0,"New Brunswick"
30658,0,"Prince Edward Island"
30658,0,"Prince Edward Island"
30658,0,"Prince Edward Island"
30658,582.8136646,"Prince Edward Island"
30658,0,"Prince Edward Island"
30658,0,"Prince Edward Island"
30658,0,"Prince Edward Island"
30660,0,"Newfoundland and Labrador"
30660,0,"Newfoundland and Labrador"
30660,0,"Newfoundland and Labrador"
30660,0,"Newfoundland and Labrador"
30660,0,"Newfoundland and Labrador"
30660,0,"Newfoundland and Labrador"
30660,0,"Newfoundland and Labrador"
30665,92694.099379,"Nova Scotia"
30665,0,"Nova Scotia"
30665,0,"Nova Scotia"
30665,1472.91925466,"Nova Scotia"
30665,0,"Nova Scotia"
30665,1640.4720497,"Nova Scotia"
30665,0,"Nova Scotia"
30667,0,"Alberta"
30667,1416.4596273,"Alberta"
30676,0,"Nova Scotia"
30676,0,"Nova Scotia"
30676,17007.68323,"Nova Scotia"
30676,0,"Nova Scotia"
30699,0,"Ontario"
30699,0,"Ontario"
30705,0,"Manitoba"
30705,0,"Manitoba"
30705,0,"Manitoba"
30705,0,"Manitoba"
30705,0,"Manitoba"
30705,0,"Manitoba"
30716,0,"New Brunswick"
30716,0,"New Brunswick"
30716,331.86956522,"New Brunswick"
30719,0,"Quebec"
30719,278.93167702,"Quebec"
30719,0,"Quebec"
30719,0,"Quebec"
30719,500.40372671,"Quebec"
30729,0,"Northwest Territories"
30737,0,"Prince Edward Island"
30737,33165.602484,"Prince Edward Island"
30745,0,"Alberta"
30745,74.645962733,"Alberta"
30745,0,"Alberta"
30746,0,"Prince Edward Island"
30746,0,"Prince Edward Island"
30746,336054.42236,"Prince Edward Island"
30746,0,"Prince Edward Island"
30746,0,"Prince Edward Island"
30746,0,"Prince Edward Island"
30749,0,"Nunavut"
30749,0,"Nunavut"
30749,0,"Nunavut"
30749,0,"Nunavut"
30749,0,"Nunavut"
30749,0,"Nunavut"
30756,0,"Newfoundland and Labrador"
30778,2099.3354037,"Nova Scotia"
30778,0,"Nova Scotia"
30778,0,"Nova Scotia"
30778,0,"Nova Scotia"
30778,0,"Nova Scotia"
30778,0,"Nova Scotia"
30778,0,"Nova Scotia"
30796,563.52173913,"Quebec"
30796,0,"Quebec"
30805,0,"Northwest Territories"
30805,0,"Northwest Territories"
30805,0,"Northwest Territories"
30805,0,"Northwest Territories"
30805,1233.5403727,"Northwest Territories"
30805,0,"Northwest Territories"
30808,507.47204969,"Saskatchewan"
30808,4775.7329192,"Saskatchewan"
30808,0,"Saskatchewan"
30808,0,"Saskatchewan"
30808,0,"Saskatchewan"
30817,0,"Newfoundland and Labrador"
30817,0,"Newfoundland and Labrador"
30817,0,"Newfoundland and Labrador"
30824,0,"Prince Edward Island"
30824,7.3913043478,"Prince Edward Island"
30824,0,"Prince Edward Island"
30824,0,"Prince Edward Island"
30824,0,"Prince Edward Island"
30824,0,"Prince Edward Island"
30824,0,"Prince Edward Island"
30824,0,"Prince Edward Island"
30824,0,"Prince Edward Island"
30824,0,"Prince Edward Island"
30824,0,"Prince Edward Island"
30825,0,"Newfoundland and Labrador"
30825,22413.608696,"Newfoundland and Labrador"
30825,1281.9503106,"Newfoundland and Labrador"
30825,0,"Newfoundland and Labrador"
30825,53530.919255,"Newfoundland and Labrador"
30825,0,"Newfoundland and Labrador"
30827,0,"Nova Scotia"
30827,0,"Nova Scotia"
30827,0,"Nova Scotia"
30848,0,"New Brunswick"
30848,0,"New Brunswick"
30848,0,"New Brunswick"
30850,0,"British Columbia"
30850,0,"British Columbia"
30850,0,"British Columbia"
30850,0,"British Columbia"
30850,0,"British Columbia"
30850,0,"British Columbia"
30850,0,"British Columbia"
30850,0,"British Columbia"
30850,0,"British Columbia"
30853,0,"British Columbia"
30853,0,"British Columbia"
30853,158.59006211,"British Columbia"
30853,20368.242236,"British Columbia"
30861,0,"Ontario"
30861,0,"Ontario"
30861,23.863354037,"Ontario"
30861,0,"Ontario"
30861,0,"Ontario"
30863,0,"Northwest Territories"
30863,0,"Northwest Territories"
30864,0,"Newfoundland and Labrador"
30864,1972.70807449,"Newfoundland and Labrador"
30866,0,"Saskatchewan"
30866,0,"Saskatchewan"
30869,0,"Alberta"
30869,0,"Alberta"
30869,0,"Alberta"
30869,0,"Alberta"
30869,0,"Alberta"
30875,0,"Nunavut"
30875,0,"Nunavut"
30875,0,"Nunavut"
30875,4108.2298137,"Nunavut"
30884,0,"Quebec"
30884,0,"Quebec"
30884,0,"Quebec"
30884,0,"Quebec"
30884,0,"Quebec"
30884,0,"Quebec"
30898,1135.33540372,"Prince Edward Island"
30898,1417.6459627,"Prince Edward Island"
30898,0,"Prince Edward Island"
30898,203.8757764,"Prince Edward Island"
30900,0,"Nunavut"
30900,0,"Nunavut"
30900,0,"Nunavut"
30900,0,"Nunavut"
30900,0,"Nunavut"
30900,0,"Nunavut"
30910,0,"Quebec"
30912,0,"Newfoundland and Labrador"
30912,0,"Newfoundland and Labrador"
30912,0,"Newfoundland and Labrador"
30912,0,"Newfoundland and Labrador"
30912,0,"Newfoundland and Labrador"
30912,0,"Newfoundland and Labrador"
30915,0,"New Brunswick"
30915,0,"New Brunswick"
30915,1608.8012422,"New Brunswick"
30915,0,"New Brunswick"
30935,0,"Nova Scotia"
30935,0,"Nova Scotia"
30935,0,"Nova Scotia"
30956,0,"Nunavut"
30956,887.58385093,"Nunavut"
30956,492.19875776,"Nunavut"
30958,0,"Quebec"
30958,0,"Quebec"
30958,0,"Quebec"
30958,0,"Quebec"
30958,0,"Quebec"
30958,0,"Quebec"
30963,0,"Quebec"
30963,0,"Quebec"
30963,0,"Quebec"
30963,0,"Quebec"
30963,2588.0993789,"Quebec"
30964,0,"Nunavut"
30964,0,"Nunavut"
30964,191.85093168,"Nunavut"
30964,185.37888199,"Nunavut"
30964,0,"Nunavut"
30964,3575.06832299,"Nunavut"
30964,0,"Nunavut"
30964,331.36024845,"Nunavut"
30967,1269.03726708,"Nunavut"
30967,0,"Nunavut"
30967,0,"Nunavut"
30967,0,"Nunavut"
30967,0,"Nunavut"
30974,0,"Manitoba"
30977,0,"Ontario"
30987,0,"Northwest Territories"
30997,0,"New Brunswick"
30997,0,"New Brunswick"
31000,0,"Northwest Territories"
31000,0,"Northwest Territories"
31000,227.68944099,"Northwest Territories"
31000,1681.2111801,"Northwest Territories"
31000,223.37888199,"Northwest Territories"
31000,0,"Northwest Territories"
31000,720.496894414,"Northwest Territories"
31000,0,"Northwest Territories"
31001,0,"Yukon Territory"
31001,0,"Yukon Territory"
31001,0,"Yukon Territory"
31001,0,"Yukon Territory"
31001,0,"Yukon Territory"
31009,0,"Yukon Territory"
31009,0,"Yukon Territory"
31009,0,"Yukon Territory"
31009,0,"Yukon Territory"
31009,0,"Yukon Territory"
31013,0,"Nova Scotia"
31013,0,"Nova Scotia"
31013,0,"Nova Scotia"
31013,49479.503106,"Nova Scotia"
31013,0,"Nova Scotia"
31013,0,"Nova Scotia"
31021,481.80745342,"Nunavut"
31021,0,"Nunavut"
31021,0,"Nunavut"
31021,0,"Nunavut"
31021,0,"Nunavut"
31021,0,"Nunavut"
31045,0,"Alberta"
31049,0,"Nunavut"
31049,0,"Nunavut"
31049,636.91925466,"Nunavut"
31049,0,"Nunavut"
31049,0,"Nunavut"
31049,0,"Nunavut"
31055,0,"Nova Scotia"
31055,0,"Nova Scotia"
31055,0,"Nova Scotia"
31055,0,"Nova Scotia"
31055,0,"Nova Scotia"
31059,0,"Quebec"
31059,0,"Quebec"
31059,0,"Quebec"
31059,0,"Quebec"
31066,0,"Yukon Territory"
31066,64.621118012,"Yukon Territory"
31066,0,"Yukon Territory"
31066,6626.9006211,"Yukon Territory"
31070,0,"Nova Scotia"
31070,0,"Nova Scotia"
31074,0,"British Columbia"
31074,0,"British Columbia"
31074,0,"British Columbia"
31078,0,"Ontario"
31078,0,"Ontario"
31078,746.49689441,"Ontario"
31078,0,"Ontario"
31078,0,"Ontario"
31078,0,"Ontario"
31078,2091.4161491,"Ontario"
31090,980.7826087,"Northwest Territories"
31090,0,"Northwest Territories"
31090,0,"Northwest Territories"
31090,0,"Northwest Territories"
31090,0,"Northwest Territories"
31090,27345.962733,"Northwest Territories"
31090,0,"Northwest Territories"
31098,0,"Yukon Territory"
31098,0,"Yukon Territory"
31098,0,"Yukon Territory"
31098,0,"Yukon Territory"
31130,0,"Manitoba"
31133,0,"British Columbia"
31133,6314.0310559,"British Columbia"
31133,0,"British Columbia"
31133,0,"British Columbia"
31133,0,"British Columbia"
31147,0,"Manitoba"
31147,0,"Manitoba"
31147,0,"Manitoba"
31147,0,"Manitoba"
31147,0,"Manitoba"
31147,0,"Manitoba"
31147,909.7515528,"Manitoba"
31147,0,"Manitoba"
31154,0,"Saskatchewan"
31154,0,"Saskatchewan"
31154,0,"Saskatchewan"
31154,0,"Saskatchewan"
31154,0,"Saskatchewan"
31157,0,"Nunavut"
31157,0,"Nunavut"
31157,0,"Nunavut"
31159,0,"Nova Scotia"
31159,0,"Nova Scotia"
31159,0,"Nova Scotia"
31159,0,"Nova Scotia"
31159,0,"Nova Scotia"
31159,0,"Nova Scotia"
31167,0,"Alberta"
31167,0,"Alberta"
31167,513.83229814,"Alberta"
31190,0,"New Brunswick"
31190,0,"New Brunswick"
31190,0,"New Brunswick"
31190,0,"New Brunswick"
31191,0,"New Brunswick"
31191,0,"New Brunswick"
31191,0,"New Brunswick"
31191,0,"New Brunswick"
31191,136.97515528,"New Brunswick"
31191,0,"New Brunswick"
31212,42669.28571467,"Nunavut"
31212,0,"Nunavut"
31212,0,"Nunavut"
31212,721.32298137,"Nunavut"
31223,692.86956522,"Northwest Territories"
31223,0,"Northwest Territories"
31223,0,"Northwest Territories"
31223,0,"Northwest Territories"
31223,0,"Northwest Territories"
31227,0,"Northwest Territories"
31227,0,"Northwest Territories"
31227,0,"Northwest Territories"
31227,289.45341615,"Northwest Territories"
31227,0,"Northwest Territories"
31230,0,"British Columbia"
31230,0,"British Columbia"
31230,192.78881988,"British Columbia"
31230,0,"British Columbia"
31230,0,"British Columbia"
31234,0,"Newfoundland and Labrador"
31234,0,"Newfoundland and Labrador"
31234,0,"Newfoundland and Labrador"
31234,0,"Newfoundland and Labrador"
31241,9171.8447205,"Yukon Territory"
31241,0,"Yukon Territory"
31241,0,"Yukon Territory"
31241,0,"Yukon Territory"
31241,0,"Yukon Territory"
31241,0,"Yukon Territory"
31241,0,"Yukon Territory"
31248,0,"Ontario"
31248,0,"Ontario"
31248,580.36645963,"Ontario"
31248,36.335403727,"Ontario"
31248,0,"Ontario"
31248,0,"Ontario"
31248,0,"Ontario"
31261,0,"Yukon Territory"
31261,0,"Yukon Territory"
31280,0,"Ontario"
31280,42530.484472,"Ontario"
31280,0,"Ontario"
31280,434.67701863,"Ontario"
31288,0,"Northwest Territories"
31288,0,"Northwest Territories"
31288,0,"Northwest Territories"
31288,0,"Northwest Territories"
31288,0,"Northwest Territories"
31304,675.82608696,"Nunavut"
31304,0,"Nunavut"
31304,0,"Nunavut"
31304,0,"Nunavut"
31304,0,"Nunavut"
31304,0,"Nunavut"
31305,0,"Manitoba"
31305,140.36024845,"Manitoba"
31305,0,"Manitoba"
31305,0,"Manitoba"
31305,0,"Manitoba"
31305,0,"Manitoba"
31305,0,"Manitoba"
31306,4272.9130435,"Alberta"
31332,0,"Alberta"
31332,0,"Alberta"
31337,0,"Yukon Territory"
31353,0,"British Columbia"
31353,0,"British Columbia"
31353,627.32298137,"British Columbia"
31382,1418.1180124,"Alberta"
31382,0,"Alberta"
31383,1191.6583851,"Manitoba"
31383,181.59627329,"Manitoba"
31383,0,"Manitoba"
31383,76.291925466,"Manitoba"
31387,0,"Yukon Territory"
31387,0,"Yukon Territory"
31387,806.34782609,"Yukon Territory"
31387,0,"Yukon Territory"
31387,0,"Yukon Territory"
31387,0,"Yukon Territory"
31388,937.43478261,"Alberta"
31388,1459.447205,"Alberta"
31388,0,"Alberta"
31388,0,"Alberta"
31388,41634.453416,"Alberta"
31388,0,"Alberta"
31390,0,"Prince Edward Island"
31390,0,"Prince Edward Island"
31390,0,"Prince Edward Island"
31390,0,"Prince Edward Island"
31390,0,"Prince Edward Island"
31390,974.74534161,"Prince Edward Island"
31391,0,"Yukon Territory"
31391,0,"Yukon Territory"
31391,0,"Yukon Territory"
31391,0,"Yukon Territory"
31392,2176.2298137,"Newfoundland and Labrador"
31396,0,"Newfoundland and Labrador"
31396,0,"Newfoundland and Labrador"
31396,0,"Newfoundland and Labrador"
31396,0,"Newfoundland and Labrador"
31397,0,"Northwest Territories"
31397,0,"Northwest Territories"
31397,230.95652174,"Northwest Territories"
31397,0,"Northwest Territories"
31402,0,"New Brunswick"
31402,4324.863354,"New Brunswick"
31402,0,"New Brunswick"
31402,0,"New Brunswick"
31410,912.85093168,"Saskatchewan"
31410,0,"Saskatchewan"
31410,0,"Saskatchewan"
31410,29783.61490693,"Saskatchewan"
31410,0,"Saskatchewan"
31410,0,"Saskatchewan"
31420,0,"Yukon Territory"
31420,0,"Yukon Territory"
31420,3382.17391303,"Yukon Territory"
31420,21005.85093179,"Yukon Territory"
31420,0,"Yukon Territory"
31429,0,"Nova Scotia"
31429,0,"Nova Scotia"
31429,0,"Nova Scotia"
31429,0,"Nova Scotia"
31429,0,"Nova Scotia"
31429,0,"Nova Scotia"
31429,0,"Nova Scotia"
31474,0,"Newfoundland and Labrador"
31474,0,"Newfoundland and Labrador"
31474,0,"Newfoundland and Labrador"
31474,0,"Newfoundland and Labrador"
31474,2001.6273292,"Newfoundland and Labrador"
31476,0,"Northwest Territories"
31476,7269.3416149,"Northwest Territories"
31483,0,"Newfoundland and Labrador"
31483,0,"Newfoundland and Labrador"
31483,0,"Newfoundland and Labrador"
31483,0,"Newfoundland and Labrador"
31483,0,"Newfoundland and Labrador"
31483,0,"Newfoundland and Labrador"
31486,0,"Prince Edward Island"
31486,0,"Prince Edward Island"
31486,0,"Prince Edward Island"
31486,0,"Prince Edward Island"
31491,0,"Nova Scotia"
31491,0,"Nova Scotia"
31497,0,"Nova Scotia"
31497,0,"Nova Scotia"
31497,0,"Nova Scotia"
31497,0,"Nova Scotia"
31512,0,"Northwest Territories"
31512,222.8757764,"Northwest Territories"
31512,0,"Northwest Territories"
31512,0,"Northwest Territories"
31513,0,"Prince Edward Island"
31513,0,"Prince Edward Island"
31514,0,"Saskatchewan"
31514,0,"Saskatchewan"
31514,0,"Saskatchewan"
31515,0,"Saskatchewan"
31515,0,"Saskatchewan"
31515,1099.4906832,"Saskatchewan"
31515,0,"Saskatchewan"
31515,0,"Saskatchewan"
31515,0,"Saskatchewan"
31515,0,"Saskatchewan"
31517,0,"Prince Edward Island"
31522,0,"Nova Scotia"
31522,0,"Nova Scotia"
31522,0,"Nova Scotia"
31522,38.49068323,"Nova Scotia"
31522,0,"Nova Scotia"
31522,0,"Nova Scotia"
31522,0,"Nova Scotia"
31522,0,"Nova Scotia"
31529,0,"Saskatchewan"
31550,0,"Nova Scotia"
31550,0,"Nova Scotia"
31550,0,"Nova Scotia"
31550,644.16770186,"Nova Scotia"
31550,0,"Nova Scotia"
31550,0,"Nova Scotia"
31556,362.1863354,"Newfoundland and Labrador"
31556,0,"Newfoundland and Labrador"
31556,0,"Newfoundland and Labrador"
31556,0,"Newfoundland and Labrador"
31556,0,"Newfoundland and Labrador"
31556,0,"Newfoundland and Labrador"
31561,1600.2236025,"New Brunswick"
31561,0,"New Brunswick"
31577,0,"Quebec"
31577,0,"Quebec"
31579,0,"Manitoba"
31579,0,"Manitoba"
31601,0,"Quebec"
31601,0,"Quebec"
31601,219.28571429,"Quebec"
31601,0,"Quebec"
31601,0,"Quebec"
31601,0,"Quebec"
31614,1104.173913,"Alberta"
31626,0,"Nova Scotia"
31626,0,"Nova Scotia"
31626,0,"Nova Scotia"
31626,0,"Nova Scotia"
31629,0,"Newfoundland and Labrador"
31629,0,"Newfoundland and Labrador"
31629,0,"Newfoundland and Labrador"
31629,0,"Newfoundland and Labrador"
31629,0,"Newfoundland and Labrador"
31629,0,"Newfoundland and Labrador"
31629,0,"Newfoundland and Labrador"
31642,1949.5838509,"Ontario"
31644,0,"Nova Scotia"
31644,0,"Nova Scotia"
31644,0,"Nova Scotia"
31644,0,"Nova Scotia"
31644,0,"Nova Scotia"
31644,0,"Nova Scotia"
31652,0,"New Brunswick"
31652,0,"New Brunswick"
31652,0,"New Brunswick"
31652,0,"New Brunswick"
31652,0,"New Brunswick"
31657,0,"Newfoundland and Labrador"
31657,0,"Newfoundland and Labrador"
31657,240.11801242,"Newfoundland and Labrador"
31657,0,"Newfoundland and Labrador"
31658,0,"Manitoba"
31658,0,"Manitoba"
31658,0,"Manitoba"
31658,0,"Manitoba"
31658,0,"Manitoba"
31666,0,"New Brunswick"
31666,0,"New Brunswick"
31669,407.93167702,"Manitoba"
31669,0,"Manitoba"
31680,0,"Ontario"
31680,652.54658385,"Ontario"
31680,0,"Ontario"
31680,0,"Ontario"
31680,0,"Ontario"
31680,0,"Ontario"
31680,0,"Ontario"
31683,0,"British Columbia"
31685,0,"Newfoundland and Labrador"
31685,0,"Newfoundland and Labrador"
31685,0,"Newfoundland and Labrador"
31685,827.56521739,"Newfoundland and Labrador"
31685,0,"Newfoundland and Labrador"
31706,53579.63975124,"New Brunswick"
31706,0,"New Brunswick"
31706,0,"New Brunswick"
31706,0,"New Brunswick"
31718,0,"Newfoundland and Labrador"
31728,0,"Northwest Territories"
31728,429.13043478,"Northwest Territories"
31734,0,"Nunavut"
31734,0,"Nunavut"
31734,0,"Nunavut"
31734,0,"Nunavut"
31734,0,"Nunavut"
31734,0,"Nunavut"
31734,0,"Nunavut"
31742,0,"Prince Edward Island"
31744,307.62111801,"Quebec"
31748,0,"Nova Scotia"
31748,0,"Nova Scotia"
31748,0,"Nova Scotia"
31748,0,"Nova Scotia"
31748,0,"Nova Scotia"
31753,0,"Nova Scotia"
31753,0,"Nova Scotia"
31753,0,"Nova Scotia"
31753,0,"Nova Scotia"
31753,0,"Nova Scotia"
31753,0,"Nova Scotia"
31761,0,"Yukon Territory"
31765,24342.248447,"Ontario"
31765,0,"Ontario"
31770,0,"Yukon Territory"
31790,799.57142857,"New Brunswick"
31790,0,"New Brunswick"
31790,0,"New Brunswick"
31791,111.7826087,"Yukon Territory"
31791,0,"Yukon Territory"
31793,0,"Prince Edward Island"
31796,0,"Newfoundland and Labrador"
31797,59.801242236,"Nova Scotia"
31797,0,"Nova Scotia"
31797,0,"Nova Scotia"
31797,0,"Nova Scotia"
31798,0,"Quebec"
31798,0,"Quebec"
31798,0,"Quebec"
31800,2367.12422365,"Prince Edward Island"
31800,37875.198758,"Prince Edward Island"
31803,0,"Saskatchewan"
31803,0,"Saskatchewan"
31803,0,"Saskatchewan"
31803,0,"Saskatchewan"
31803,0,"Saskatchewan"
31804,0,"Prince Edward Island"
31804,0,"Prince Edward Island"
31804,0,"Prince Edward Island"
31811,0,"Newfoundland and Labrador"
31811,0,"Newfoundland and Labrador"
31811,0,"Newfoundland and Labrador"
31811,0,"Newfoundland and Labrador"
31811,0,"Newfoundland and Labrador"
31815,0,"Prince Edward Island"
31815,0,"Prince Edward Island"
31815,0,"Prince Edward Island"
31815,0,"Prince Edward Island"
31815,0,"Prince Edward Island"
31815,0,"Prince Edward Island"
31815,0,"Prince Edward Island"
31820,68276.900621,"New Brunswick"
31822,0,"Prince Edward Island"
31833,0,"Manitoba"
31833,0,"Manitoba"
31833,0,"Manitoba"
31839,0,"Nunavut"
31839,0,"Nunavut"
31840,0,"Ontario"
31840,0,"Ontario"
31856,0,"Yukon Territory"
31856,0,"Yukon Territory"
31856,0,"Yukon Territory"
31856,0,"Yukon Territory"
31856,0,"Yukon Territory"
31857,770.99378882,"Newfoundland and Labrador"
31857,0,"Newfoundland and Labrador"
31857,0,"Newfoundland and Labrador"
31857,0,"Newfoundland and Labrador"
31857,0,"Newfoundland and Labrador"
31861,0,"Nunavut"
31861,0,"Nunavut"
31861,0,"Nunavut"
31861,0,"Nunavut"
31861,0,"Nunavut"
31865,821.08074534,"Yukon Territory"
31865,0,"Yukon Territory"
31865,0,"Yukon Territory"
31865,0,"Yukon Territory"
31865,0,"Yukon Territory"
31865,1590.6521739,"Yukon Territory"
31865,0,"Yukon Territory"
31865,0,"Yukon Territory"
31869,196.32919255,"Alberta"
31869,1511.93788815,"Alberta"
31869,3102.6086957,"Alberta"
31869,0,"Alberta"
31869,127.21118012,"Alberta"
31869,0,"Alberta"
31869,0,"Alberta"
31869,0,"Alberta"
31874,0,"Saskatchewan"
31874,0,"Saskatchewan"
31874,0,"Saskatchewan"
31874,0,"Saskatchewan"
31877,0,"Manitoba"
31877,0,"Manitoba"
31877,0,"Manitoba"
31877,0,"Manitoba"
31877,0,"Manitoba"
31877,0,"Manitoba"
31878,310.93167702,"British Columbia"
31878,0,"British Columbia"
31878,0,"British Columbia"
31878,0,"British Columbia"
31880,0,"Ontario"
31880,0,"Ontario"
31880,0,"Ontario"
31880,0,"Ontario"
31880,0,"Ontario"
31886,36.335403727,"British Columbia"
31886,0,"British Columbia"
31889,0,"Alberta"
31889,0,"Alberta"
31889,84.683229814,"Alberta"
31889,0,"Alberta"
31893,0,"Yukon Territory"
31893,2794.5776398,"Yukon Territory"
31893,0,"Yukon Territory"
31893,0,"Yukon Territory"
31893,0,"Yukon Territory"
31910,0,"Prince Edward Island"
31910,0,"Prince Edward Island"
31922,0,"Ontario"
